Epoch, 0, mode, training, obj values, 2.6799934886395933, obj std, 5.031388738417775 
Epoch, 0, mode, testing, obj values, 2.2310553774237634, obj std, 0.9490795428335873 
Epoch, 1, mode, training, obj values, 1.8490563812665641, obj std, 1.2411663773013575 
Epoch, 1, mode, testing, obj values, 2.1264666095376015, obj std, 1.0084930971443442 
Epoch, 2, mode, training, obj values, 1.863156679738313, obj std, 1.1896647788538903 
Epoch, 2, mode, testing, obj values, 2.5319754175841807, obj std, 2.8153879258674253 
Epoch, 3, mode, training, obj values, 1.7502802422270178, obj std, 1.0080785977522282 
Epoch, 3, mode, testing, obj values, 2.0668184027075767, obj std, 1.004570763108861 
Epoch, 4, mode, training, obj values, 1.7458742781542242, obj std, 0.9989847290809407 
Epoch, 4, mode, testing, obj values, 2.179389825463295, obj std, 1.2122394474139404 
Epoch, 5, mode, training, obj values, 1.9063393084332347, obj std, 2.065484499298806 
Epoch, 5, mode, testing, obj values, 2.1704893358051778, obj std, 1.3101736075866053 
Epoch, 6, mode, training, obj values, 1.7627058675512672, obj std, 1.0545877110095754 
Epoch, 6, mode, testing, obj values, 2.4077533639967443, obj std, 1.9475089755425674 
Epoch, 7, mode, training, obj values, 1.769237130973488, obj std, 1.0242862753847595 
Epoch, 7, mode, testing, obj values, 2.203151376545429, obj std, 1.441482359231516 
Epoch, 8, mode, training, obj values, 1.7240492086857557, obj std, 0.9881226190496414 
Epoch, 8, mode, testing, obj values, 2.0403933197259905, obj std, 0.9557396915442047 
Epoch, 9, mode, training, obj values, 2.4248440210707485, obj std, 7.992028859666919 
Epoch, 9, mode, testing, obj values, 2.0153128512203695, obj std, 0.9282273842273977 
Epoch, 10, mode, training, obj values, 1.7430532068945468, obj std, 1.0180647116715926 
Epoch, 10, mode, testing, obj values, 2.0350031301379206, obj std, 0.9597482793773864 
Epoch, 11, mode, training, obj values, 1.7677387491799892, obj std, 1.2667613741906645 
Epoch, 11, mode, testing, obj values, 2.042782534658909, obj std, 0.9754921039863439 
Epoch, 12, mode, training, obj values, 1.694372521713376, obj std, 0.9538319627426288 
Epoch, 12, mode, testing, obj values, 2.136078203469515, obj std, 1.020110507162879 
Epoch, 13, mode, training, obj values, 1.9046925923787057, obj std, 2.897783373814791 
Epoch, 13, mode, testing, obj values, 2.0360031574964523, obj std, 1.03365182543242 
Epoch, 14, mode, training, obj values, 1.6896943244151772, obj std, 0.9634286188377763 
Epoch, 14, mode, testing, obj values, 1.973064561188221, obj std, 0.9485387959398732 
Epoch, 15, mode, training, obj values, 1.9152809968218207, obj std, 2.3912903534922925 
Epoch, 15, mode, testing, obj values, 2.1129182688891888, obj std, 1.1478949646188519 
Epoch, 16, mode, training, obj values, 1.7541582363657653, obj std, 1.1161134149912808 
Epoch, 16, mode, testing, obj values, 1.9810895256698131, obj std, 0.9329588987539565 
Epoch, 17, mode, training, obj values, 1.8517016846686603, obj std, 2.3172122891403832 
Epoch, 17, mode, testing, obj values, 3.101432181149721, obj std, 7.135306223526502 
Epoch, 18, mode, training, obj values, 1.7213658037595452, obj std, 1.1038119296412667 
Epoch, 18, mode, testing, obj values, 1.9541134871542454, obj std, 0.9281576826054275 
Epoch, 19, mode, training, obj values, 1.9108515377156436, obj std, 2.790666494890573 
Epoch, 19, mode, testing, obj values, 1.998028614372015, obj std, 0.9499380671268433 
Epoch, 20, mode, training, obj values, 1.738561299443245, obj std, 1.2757557729808802 
Epoch, 20, mode, testing, obj values, 1.9429851084947587, obj std, 0.9433536854191396 
Epoch, 21, mode, training, obj values, 1.6528312881477176, obj std, 0.936969148889714 
Epoch, 21, mode, testing, obj values, 1.9687470927834512, obj std, 0.9417634141125647 
Epoch, 22, mode, training, obj values, 1.6878044468350708, obj std, 1.012217167156098 
Epoch, 22, mode, testing, obj values, 1.936274093389511, obj std, 0.9286703529599255 
Epoch, 23, mode, training, obj values, 1.6454309520311654, obj std, 0.9497383472340265 
Epoch, 23, mode, testing, obj values, 1.9973344214260578, obj std, 1.0468178978985552 
Epoch, 24, mode, training, obj values, 1.7140073497779666, obj std, 1.210969900970082 
Epoch, 24, mode, testing, obj values, 2.0755809910595415, obj std, 1.091486969854814 
Epoch, 25, mode, training, obj values, 1.7426006860099732, obj std, 1.2368675383342949 
Epoch, 25, mode, testing, obj values, 2.0694258511066437, obj std, 0.9699518912461259 
Epoch, 26, mode, training, obj values, 1.7501138485968113, obj std, 1.3079206846013312 
Epoch, 26, mode, testing, obj values, 1.93326625674963, obj std, 0.9179356808392465 
Epoch, 27, mode, training, obj values, 1.7803958984091879, obj std, 1.7194048602071916 
Epoch, 27, mode, testing, obj values, 1.9180284827947616, obj std, 0.9260395867593211 
Epoch, 28, mode, training, obj values, 1.6686511136591435, obj std, 1.0503908559940538 
Epoch, 28, mode, testing, obj values, 1.9161328315734862, obj std, 0.9180571838194241 
Epoch, 29, mode, training, obj values, 2.195684558805078, obj std, 4.355828278232222 
Epoch, 29, mode, testing, obj values, 2.027948570996523, obj std, 1.0466594703688454 
Epoch, 30, mode, training, obj values, 1.6351927662268282, obj std, 0.9442243448333291 
Epoch, 30, mode, testing, obj values, 1.9975054457783699, obj std, 1.0233684145156905 
Epoch, 31, mode, training, obj values, 1.7304725437425077, obj std, 1.2428129475461775 
Epoch, 31, mode, testing, obj values, 1.9234072506427764, obj std, 0.9107652867701416 
Epoch, 32, mode, training, obj values, 1.6000438599847258, obj std, 0.9174987898119539 
Epoch, 32, mode, testing, obj values, 2.021077324450016, obj std, 1.2711541880615222 
Epoch, 33, mode, training, obj values, 1.6141789671033622, obj std, 0.9426722196045476 
Epoch, 33, mode, testing, obj values, 1.9234873734414577, obj std, 0.9066466291189513 
Epoch, 34, mode, training, obj values, 1.8319044597446918, obj std, 2.357640555961766 
Epoch, 34, mode, testing, obj values, 2.011985531449318, obj std, 1.2121767299760218 
Epoch, 35, mode, training, obj values, 1.748021686449647, obj std, 2.044351784947165 
Epoch, 35, mode, testing, obj values, 1.9419012859463691, obj std, 0.9102646055341236 
Epoch, 36, mode, training, obj values, 1.75277368305251, obj std, 1.7737412370318768 
Epoch, 36, mode, testing, obj values, 1.9035461664199829, obj std, 0.9181992618706094 
Epoch, 37, mode, training, obj values, 1.6816812102682888, obj std, 1.287491685043259 
Epoch, 37, mode, testing, obj values, 1.9911200791597365, obj std, 1.0164226078435445 
Epoch, 38, mode, training, obj values, 1.6802739481441678, obj std, 1.3666992028564466 
Epoch, 38, mode, testing, obj values, 1.967268805205822, obj std, 0.918459577130369 
Epoch, 39, mode, training, obj values, 1.80852471627295, obj std, 2.263885322782693 
