Epoch, 0, mode, training, obj values, 1.976043724641204, obj std, 1.141873466788963 
Epoch, 0, mode, testing, obj values, 2.068552228808403, obj std, 1.3934604741260792 
Epoch, 1, mode, training, obj values, 2.1066255651414396, obj std, 2.1644938302290666 
Epoch, 1, mode, testing, obj values, 2.084837943315506, obj std, 1.5558846024927164 
Epoch, 2, mode, training, obj values, 1.900180157646537, obj std, 1.1263629115485467 
Epoch, 2, mode, testing, obj values, 1.8169076219201088, obj std, 0.8213607272315094 
Epoch, 3, mode, training, obj values, 2.7391157396137715, obj std, 10.436400336179792 
Epoch, 3, mode, testing, obj values, 1.8457333013415336, obj std, 0.9880355065102993 
Epoch, 4, mode, training, obj values, 1.8721227489411831, obj std, 1.3906987533100152 
Epoch, 4, mode, testing, obj values, 1.803333493322134, obj std, 0.8639679208074034 
Epoch, 5, mode, training, obj values, 1.943997381068766, obj std, 1.4459342488011047 
Epoch, 5, mode, testing, obj values, 1.7885987713932991, obj std, 0.8219504758593187 
Epoch, 6, mode, training, obj values, 1.922767717577517, obj std, 1.3885141753049042 
Epoch, 6, mode, testing, obj values, 1.8511596664786338, obj std, 0.8826524642549686 
Epoch, 7, mode, training, obj values, 1.784370445460081, obj std, 0.8566625596454852 
Epoch, 7, mode, testing, obj values, 2.1055276140570642, obj std, 2.4175166320209502 
Epoch, 8, mode, training, obj values, 1.876494451239705, obj std, 1.3494066307990795 
Epoch, 8, mode, testing, obj values, 1.7819222234189511, obj std, 0.8279550670755682 
Epoch, 9, mode, training, obj values, 2.6538663847371935, obj std, 10.951515155733228 
Epoch, 9, mode, testing, obj values, 1.8146185413002969, obj std, 0.9988859636932085 
Epoch, 10, mode, training, obj values, 1.8725800992920996, obj std, 1.214183081229989 
Epoch, 10, mode, testing, obj values, 1.8014454916119576, obj std, 0.8041776805105183 
Epoch, 11, mode, training, obj values, 1.8032664908096194, obj std, 1.054470964218681 
Epoch, 11, mode, testing, obj values, 1.7624653808772563, obj std, 0.8386892538869907 
Epoch, 12, mode, training, obj values, 1.8170218102633953, obj std, 1.122806828768494 
Epoch, 12, mode, testing, obj values, 1.7880895718932153, obj std, 0.8643478473417838 
Epoch, 13, mode, training, obj values, 1.8394436690956355, obj std, 1.3247035140184071 
Epoch, 13, mode, testing, obj values, 1.7911880441009997, obj std, 0.9713087745979146 
Epoch, 14, mode, training, obj values, 1.8062612488865852, obj std, 1.1765276215847233 
Epoch, 14, mode, testing, obj values, 1.7473880112171174, obj std, 0.8290647209173493 
Epoch, 15, mode, training, obj values, 2.2662931393831967, obj std, 6.921194267581224 
Epoch, 15, mode, testing, obj values, 1.73616032153368, obj std, 0.8145357697896087 
Epoch, 16, mode, training, obj values, 1.733465883694589, obj std, 0.8732184427736279 
Epoch, 16, mode, testing, obj values, 1.7425919748842715, obj std, 0.8339940517607435 
Epoch, 17, mode, training, obj values, 1.836867087893188, obj std, 1.3064761994979062 
Epoch, 17, mode, testing, obj values, 1.730918474495411, obj std, 0.8305383297420277 
Epoch, 18, mode, training, obj values, 1.906063918583095, obj std, 2.0284050236310134 
Epoch, 18, mode, testing, obj values, 1.9255986496806146, obj std, 1.4315178904315715 
Epoch, 19, mode, training, obj values, 2.044872339256108, obj std, 3.792079729429319 
Epoch, 19, mode, testing, obj values, 1.7453734077513219, obj std, 0.8379708746687066 
Epoch, 20, mode, training, obj values, 5.943553258664906, obj std, 43.00645760481429 
Epoch, 20, mode, testing, obj values, 1.3731399737298489, obj std, 2.706271155309417 
Epoch, 21, mode, training, obj values, 2.006490501575172, obj std, 3.1929346379238943 
Epoch, 21, mode, testing, obj values, 1.740432219952345, obj std, 0.804455811818733 
Epoch, 22, mode, training, obj values, 1.9127002315595747, obj std, 1.6670085437096906 
Epoch, 22, mode, testing, obj values, 1.7451995819807054, obj std, 0.8058667896749445 
Epoch, 23, mode, training, obj values, 1.8661437220871449, obj std, 1.4079386499887787 
