Epoch, 0, mode, training, obj values, 1.976043724641204, obj std, 1.141873466788963 
Epoch, 23, mode, testing, obj values, 1.7270200438797474, obj std, 0.7832922149110707 
Epoch, 24, mode, training, obj values, 1.7541103525087238, obj std, 0.9118600010122129 
Epoch, 24, mode, testing, obj values, 1.7272247090935706, obj std, 0.784199195246902 
Epoch, 25, mode, training, obj values, 1.8110318645834922, obj std, 1.018690780336862 
Epoch, 25, mode, testing, obj values, 1.7385562658309937, obj std, 0.8221946977227038 
Epoch, 26, mode, training, obj values, 1.794479990005493, obj std, 1.1059598509926052 
Epoch, 26, mode, testing, obj values, 1.732346772402525, obj std, 0.8033350574329098 
Epoch, 27, mode, training, obj values, 1.7467809412628412, obj std, 0.8976591265940475 
Epoch, 27, mode, testing, obj values, 1.7256737969815732, obj std, 0.7977733546405891 
Epoch, 28, mode, training, obj values, 1.768420883640647, obj std, 1.0071518070561527 
Epoch, 28, mode, testing, obj values, 1.7232705786824227, obj std, 0.7895010291968705 
Epoch, 29, mode, training, obj values, 1.7977416798472405, obj std, 1.0350783332753604 
Epoch, 29, mode, testing, obj values, 1.721128226071596, obj std, 0.8005166848362314 
Epoch, 30, mode, training, obj values, 1.7627678090706467, obj std, 0.9774272285242047 
Epoch, 30, mode, testing, obj values, 1.840109906345606, obj std, 1.3222287390307312 
Epoch, 31, mode, training, obj values, 1.7790118446573615, obj std, 1.0423556881701073 
Epoch, 31, mode, testing, obj values, 1.858972580730915, obj std, 1.43576519793049 
Epoch, 32, mode, training, obj values, 1.8832058046013116, obj std, 2.092711738043054 
Epoch, 32, mode, testing, obj values, 1.707447499781847, obj std, 0.7865947371336659 
Epoch, 33, mode, training, obj values, 2.20622196290642, obj std, 5.501582331739276 
Epoch, 33, mode, testing, obj values, 1.7218152560293674, obj std, 0.8046687141790048 
Epoch, 34, mode, training, obj values, 1.761848259344697, obj std, 0.9760707127728689 
Epoch, 34, mode, testing, obj values, 1.7745627269148827, obj std, 0.8973316295697008 
Epoch, 35, mode, training, obj values, 1.7486603109166026, obj std, 0.9374528361227176 
Epoch, 35, mode, testing, obj values, 1.7086401604115964, obj std, 0.7875151723105228 
Epoch, 36, mode, training, obj values, 1.8093968991190195, obj std, 1.1352986682986483 
Epoch, 36, mode, testing, obj values, 1.7840843603014946, obj std, 1.1133961793165603 
Epoch, 37, mode, training, obj values, 1.776221016049385, obj std, 1.090105503639343 
Epoch, 37, mode, testing, obj values, 1.7075869925320148, obj std, 0.801884378194499 
Epoch, 38, mode, training, obj values, 1.7874004408717155, obj std, 0.997465992190886 
Epoch, 38, mode, testing, obj values, 1.7116542622447013, obj std, 0.8086919583298806 
Epoch, 39, mode, training, obj values, 1.7427164362743497, obj std, 0.9562075229538042 
Epoch, 39, mode, testing, obj values, 1.727250650525093, obj std, 0.8075221831137752 
Epoch, 40, mode, training, obj values, 1.7058136090636253, obj std, 0.8393766655050845 
Epoch, 40, mode, testing, obj values, 1.746241919696331, obj std, 0.8397417048829601 
Epoch, 41, mode, training, obj values, 1.8193243980407714, obj std, 1.1419641700369851 
Epoch, 41, mode, testing, obj values, 1.7457135386765004, obj std, 0.8057911172586528 
Epoch, 42, mode, training, obj values, 1.7395753115415573, obj std, 0.9470354888017266 
Epoch, 42, mode, testing, obj values, 1.6977364338934422, obj std, 0.7896926201896162 
Epoch, 43, mode, training, obj values, 1.768484037183225, obj std, 1.0126585256372567 
Epoch, 43, mode, testing, obj values, 1.7028223812580108, obj std, 0.8000985504275989 
Epoch, 44, mode, training, obj values, 6.458652181737125, obj std, 58.65227291882844 
Epoch, 44, mode, testing, obj values, 1.7045661583542824, obj std, 0.8095057784369485 
Epoch, 45, mode, training, obj values, 1.7084942692890763, obj std, 0.8471142494583094 
Epoch, 45, mode, testing, obj values, 1.7047182992100716, obj std, 0.8097476728262 
Epoch, 46, mode, training, obj values, 1.8037067675963043, obj std, 1.169277934641638 
Epoch, 46, mode, testing, obj values, 1.707903441041708, obj std, 0.8157327069048433 
Epoch, 47, mode, training, obj values, 1.7281988387927414, obj std, 0.8696639562624174 
Epoch, 47, mode, testing, obj values, 1.7164323180913925, obj std, 0.825275463776908 
Epoch, 48, mode, training, obj values, 1.79590207580477, obj std, 1.2395922299670068 
Epoch, 48, mode, testing, obj values, 1.7052701748907566, obj std, 0.8032076249517773 
Epoch, 49, mode, training, obj values, 1.7324711443856358, obj std, 0.9163786913696836 
Epoch, 49, mode, testing, obj values, 1.700908537954092, obj std, 0.7954206596635213 
Epoch, 50, mode, training, obj values, 1.7363590855151414, obj std, 0.9416692826083797 
Epoch, 50, mode, testing, obj values, 1.7048764787614346, obj std, 0.8155416527105338 
Epoch, 51, mode, training, obj values, 2.1538409240543843, obj std, 5.000542108214032 
Epoch, 51, mode, testing, obj values, 1.6988025285303592, obj std, 0.7915913571089417 
Epoch, 52, mode, training, obj values, 1.7625599117949604, obj std, 0.9659097189854037 
Epoch, 52, mode, testing, obj values, 1.738498069345951, obj std, 0.8981239649644941 
Epoch, 53, mode, training, obj values, 1.7822510462254286, obj std, 1.132126986172713 
Epoch, 53, mode, testing, obj values, 1.696026111394167, obj std, 0.8032558491688438 
Epoch, 54, mode, training, obj values, 1.7545186042785645, obj std, 1.0301776786206118 
Epoch, 54, mode, testing, obj values, 1.695077820122242, obj std, 0.7936595713687485 
Epoch, 55, mode, training, obj values, 1.7506636574864387, obj std, 0.9871762116453139 
Epoch, 55, mode, testing, obj values, 1.7038395814597607, obj std, 0.815173553696257 
Epoch, 56, mode, training, obj values, 1.7189633842557668, obj std, 0.8701138186412538 
Epoch, 56, mode, testing, obj values, 1.7248051308095456, obj std, 0.8418497845288722 
Epoch, 57, mode, training, obj values, 1.727665432728827, obj std, 0.8888828568659785 
Epoch, 57, mode, testing, obj values, 1.6880098827183248, obj std, 0.7822330369938276 
Epoch, 58, mode, training, obj values, 3.421005754172802, obj std, 20.80550711913914 
Epoch, 58, mode, testing, obj values, 1.7120449289679527, obj std, 0.8324731099953262 
Epoch, 59, mode, training, obj values, 1.709014655277133, obj std, 0.854061783133221 
Epoch, 59, mode, testing, obj values, 1.6910434238612653, obj std, 0.7935765378995807 
Epoch, 60, mode, training, obj values, 1.7404013404622674, obj std, 0.9725304535684202 
Epoch, 60, mode, testing, obj values, 1.7052873231470584, obj std, 0.8047913789736213 
Epoch, 61, mode, training, obj values, 1.7919021619483828, obj std, 1.136708561020312 
Epoch, 61, mode, testing, obj values, 1.6903753697872161, obj std, 0.7884685592238206 
Epoch, 62, mode, training, obj values, 1.752786304615438, obj std, 1.0016223959560406 
Epoch, 62, mode, testing, obj values, 1.695327842235565, obj std, 0.7979708927960486 
Epoch, 63, mode, training, obj values, 1.7216254333034158, obj std, 0.8656774799386441 
Epoch, 63, mode, testing, obj values, 1.694320510327816, obj std, 0.8036256402063153 
Epoch, 64, mode, training, obj values, 1.7274446345865726, obj std, 0.8807436562061611 
Epoch, 64, mode, testing, obj values, 1.7012415669858456, obj std, 0.8192374988846712 
Epoch, 65, mode, training, obj values, 1.72334435749799, obj std, 0.8939971958417586 
Epoch, 65, mode, testing, obj values, 1.6917524330317975, obj std, 0.7952924348835438 
Epoch, 66, mode, training, obj values, 2.78208273332566, obj std, 13.091758405072175 
Epoch, 66, mode, testing, obj values, 1.6922003589570522, obj std, 0.7977899287358846 
Epoch, 67, mode, training, obj values, 1.7261126581579447, obj std, 0.8750453835057265 
Epoch, 67, mode, testing, obj values, 1.692173181474209, obj std, 0.7891391525714031 
Epoch, 68, mode, training, obj values, 2.4610069366171956, obj std, 8.995260773303821 
Epoch, 68, mode, testing, obj values, 1.691879215836525, obj std, 0.7881989095144041 
Epoch, 69, mode, training, obj values, 1.7088771302253007, obj std, 0.8401567795154669 
Epoch, 69, mode, testing, obj values, 1.6903789453208447, obj std, 0.7873198336867155 
Epoch, 70, mode, training, obj values, 1.7620764071121813, obj std, 0.9735338570748572 
Epoch, 70, mode, testing, obj values, 1.6999977059662341, obj std, 0.8087192033403007 
Epoch, 71, mode, training, obj values, 1.7628257699310779, obj std, 0.9602987082307418 
Epoch, 71, mode, testing, obj values, 1.6953342124819755, obj std, 0.7945032730158403 
Epoch, 72, mode, training, obj values, 1.7639040715992451, obj std, 0.9718403552834923 
Epoch, 72, mode, testing, obj values, 1.6903828226029873, obj std, 0.7938095728476414 
Epoch, 73, mode, training, obj values, 1.7357047259807588, obj std, 0.8973797413049537 
Epoch, 73, mode, testing, obj values, 1.6886009648442268, obj std, 0.7879301122629143 
Epoch, 74, mode, training, obj values, 1.731291369535029, obj std, 0.8882549208374321 
Epoch, 74, mode, testing, obj values, 1.7079784780740739, obj std, 0.7618166355321321 
Epoch, 75, mode, training, obj values, 3.070858332142234, obj std, 16.33043066611594 
Epoch, 75, mode, testing, obj values, 1.700704175233841, obj std, 0.787520046099022 
Epoch, 76, mode, training, obj values, 1.784393728710711, obj std, 1.062378468826169 
Epoch, 76, mode, testing, obj values, 1.7156976394355297, obj std, 0.8013701092596506 
Epoch, 77, mode, training, obj values, 1.908580201677978, obj std, 1.8365399586127615 
Epoch, 77, mode, testing, obj values, 1.7259508199989795, obj std, 0.8014891861577818 
Epoch, 78, mode, training, obj values, 2.891292173974216, obj std, 14.614579428043818 
Epoch, 78, mode, testing, obj values, 1.727100244909525, obj std, 0.8018072135735198 
Epoch, 79, mode, training, obj values, 2.0265830470249058, obj std, 3.5920942087030587 
Epoch, 79, mode, testing, obj values, 1.723969054967165, obj std, 0.7980344308118322 
Epoch, 80, mode, training, obj values, 1.7523316852748394, obj std, 0.9227008710595541 
Epoch, 80, mode, testing, obj values, 1.720369954407215, obj std, 0.8071682353333975 
Epoch, 81, mode, training, obj values, 1.7431235844269395, obj std, 0.912293073445499 
Epoch, 81, mode, testing, obj values, 1.7187489077448845, obj std, 0.795424670524906 
Epoch, 82, mode, training, obj values, 1.7086703464388848, obj std, 0.8342373623087591 
Epoch, 82, mode, testing, obj values, 1.7138372026383877, obj std, 0.7970531605693281 
Epoch, 83, mode, training, obj values, 1.7482408724725247, obj std, 0.9267708714215231 
Epoch, 83, mode, testing, obj values, 1.716845950484276, obj std, 0.8005920961942958 
Epoch, 84, mode, training, obj values, 1.8003197694197297, obj std, 1.2696083669047997 
Epoch, 84, mode, testing, obj values, 1.7155945129692554, obj std, 0.7978384681844531 
Epoch, 85, mode, training, obj values, 1.7669667948037386, obj std, 1.034931748073649 
Epoch, 85, mode, testing, obj values, 1.7136276051402093, obj std, 0.8095287541106678 
Epoch, 86, mode, training, obj values, 1.7177557218819857, obj std, 0.85966564324647 
Epoch, 86, mode, testing, obj values, 1.6993142686784268, obj std, 0.7756938389954146 
Epoch, 87, mode, training, obj values, 1.7028958410024644, obj std, 0.8305899060131022 
Epoch, 87, mode, testing, obj values, 1.708505140990019, obj std, 0.8028793521540105 
Epoch, 88, mode, training, obj values, 1.7138761764392256, obj std, 0.865607969571988 
Epoch, 88, mode, testing, obj values, 1.7096009902656077, obj std, 0.8035436270421531 
Epoch, 89, mode, training, obj values, 1.7555029204115271, obj std, 0.9696600229944273 
Epoch, 89, mode, testing, obj values, 1.7018428176641465, obj std, 0.7973680808523589 
Epoch, 90, mode, training, obj values, 1.7016818922013044, obj std, 0.8332735892228946 
Epoch, 90, mode, testing, obj values, 1.6994422577321529, obj std, 0.7968112648115384 
Epoch, 91, mode, training, obj values, 1.7008498378098011, obj std, 0.8318976964760761 
Epoch, 91, mode, testing, obj values, 1.699826256930828, obj std, 0.7993863170932598 
Epoch, 92, mode, training, obj values, 2.0781870843842625, obj std, 4.649184197392416 
Epoch, 92, mode, testing, obj values, 1.6972764357924461, obj std, 0.7891553174790266 
Epoch, 93, mode, training, obj values, 1.72275268137455, obj std, 0.8641449343348756 
Epoch, 93, mode, testing, obj values, 1.6974234893918037, obj std, 0.7951396287571971 
Epoch, 94, mode, training, obj values, 1.7125047080218792, obj std, 0.8649838220746944 
Epoch, 94, mode, testing, obj values, 1.708887591958046, obj std, 0.8160879023535516 
Epoch, 95, mode, training, obj values, 1.793565165437758, obj std, 1.1365224444512274 
Epoch, 95, mode, testing, obj values, 1.9459308676421643, obj std, 1.5783746028044476 
Epoch, 96, mode, training, obj values, 1.7080145910382272, obj std, 0.8339344787774129 
Epoch, 96, mode, testing, obj values, 1.7075566530227662, obj std, 0.8088254628155582 
Epoch, 97, mode, training, obj values, 1.7436351688578724, obj std, 0.9539268606263089 
Epoch, 97, mode, testing, obj values, 1.7003753304481506, obj std, 0.7935230766986293 
Epoch, 98, mode, training, obj values, 1.7132403636351228, obj std, 0.8462096300278332 
Epoch, 98, mode, testing, obj values, 1.697236556559801, obj std, 0.7940247273699201 
Epoch, 99, mode, training, obj values, 1.7546213353052735, obj std, 0.9239937742959705 
Epoch, 99, mode, testing, obj values, 1.694877988100052, obj std, 0.7813065268038897 
