Epoch, -2, mode, training, obj values, 10.408769670426846, obj std, 7.5817002433950345 
Epoch, -2, mode, testing, obj values, 10.403317432105542, obj std, 7.16068242345579 
Epoch, -1, mode, training, obj values, 10.9775586733222, obj std, 7.742301812138404 
Epoch, -1, mode, testing, obj values, 11.019866577088832, obj std, 7.422792217376552 
Epoch, 0, mode, training, obj values, 10.949481991529465, obj std, 7.763156045583628 
Epoch, 0, mode, testing, obj values, 10.93356197476387, obj std, 7.346825424319877 
Epoch, 1, mode, training, obj values, 10.909281599521638, obj std, 7.738224493536893 
Epoch, 1, mode, testing, obj values, 10.911618825793266, obj std, 7.338786700664312 
Epoch, 2, mode, training, obj values, 10.886751770451665, obj std, 7.719968212934611 
Epoch, 2, mode, testing, obj values, 10.91959276944399, obj std, 7.341776126790656 
Epoch, 3, mode, training, obj values, 10.93650013834238, obj std, 7.768078438668766 
Epoch, 3, mode, testing, obj values, 10.946345131099225, obj std, 7.341143489206322 
Epoch, 4, mode, training, obj values, 10.910327936559916, obj std, 7.729402090389586 
Epoch, 4, mode, testing, obj values, 10.973506447076797, obj std, 7.394938041082754 
Epoch, 5, mode, training, obj values, 10.947799634709954, obj std, 7.702010924766776 
Epoch, 5, mode, testing, obj values, 10.912474961578846, obj std, 7.297724579495179 
Epoch, 6, mode, training, obj values, 10.890535571351647, obj std, 7.698966730560236 
Epoch, 6, mode, testing, obj values, 10.903256263434887, obj std, 7.279529602634493 
Epoch, 7, mode, training, obj values, 10.91470584742725, obj std, 7.712060242607789 
Epoch, 7, mode, testing, obj values, 10.900050684511662, obj std, 7.273760183509231 
Epoch, 8, mode, training, obj values, 11.015732291787863, obj std, 7.726995698018598 
Epoch, 8, mode, testing, obj values, 11.149620109498501, obj std, 7.321969042719986 
Epoch, 9, mode, training, obj values, 10.987238114774227, obj std, 7.703299110421679 
Epoch, 9, mode, testing, obj values, 11.134824438691139, obj std, 7.2996623721832625 
