Epoch, -2, mode, training, obj values, 9.62640221385906, obj std, 6.329654217489437 
Epoch, -2, mode, testing, obj values, 8.884243737657865, obj std, 7.4205410462743435 
Epoch, -1, mode, training, obj values, 10.567162317410112, obj std, 6.690576481153085 
Epoch, -1, mode, testing, obj values, 9.899059025446574, obj std, 7.843883850933362 
Epoch, 0, mode, training, obj values, 10.505765434727072, obj std, 6.668581538694096 
Epoch, 0, mode, testing, obj values, 9.874831935266654, obj std, 7.6996649006043345 
Epoch, 1, mode, training, obj values, 10.556134312537809, obj std, 6.735568650862172 
Epoch, 1, mode, testing, obj values, 9.86664786239465, obj std, 7.696661268458834 
Epoch, 2, mode, training, obj values, 10.494825308956205, obj std, 6.657499628012897 
Epoch, 2, mode, testing, obj values, 9.869588608046373, obj std, 7.769325621489054 
Epoch, 3, mode, training, obj values, 10.502190209552646, obj std, 6.664993120643761 
Epoch, 3, mode, testing, obj values, 9.836240868767103, obj std, 7.704382414670719 
Epoch, 4, mode, training, obj values, 10.505703356365363, obj std, 6.6605235143881085 
Epoch, 4, mode, testing, obj values, 9.83170396188895, obj std, 7.702213014795774 
Epoch, 5, mode, training, obj values, 10.481860975796979, obj std, 6.674460012043759 
Epoch, 5, mode, testing, obj values, 9.822278539836407, obj std, 7.718090588592519 
Epoch, 6, mode, training, obj values, 10.503804258319239, obj std, 6.67441613452458 
Epoch, 6, mode, testing, obj values, 9.845217302441597, obj std, 7.705032171664644 
Epoch, 7, mode, training, obj values, 10.483962255654236, obj std, 6.6561530509574975 
Epoch, 7, mode, testing, obj values, 9.824425378938516, obj std, 7.729459397454778 
Epoch, 8, mode, training, obj values, 10.491806202878555, obj std, 6.660175449705237 
Epoch, 8, mode, testing, obj values, 9.82334248473247, obj std, 7.712869464312155 
Epoch, 9, mode, training, obj values, 10.479818693983058, obj std, 6.675796192348258 
Epoch, 9, mode, testing, obj values, 9.81771855801344, obj std, 7.718411676776213 
Epoch, 10, mode, training, obj values, 10.483269910141825, obj std, 6.655183796062091 
Epoch, 10, mode, testing, obj values, 9.822035583853722, obj std, 7.721504454842729 
Epoch, 11, mode, training, obj values, 10.47600129339844, obj std, 6.668164717212877 
Epoch, 11, mode, testing, obj values, 9.833671709398429, obj std, 7.712281854173456 
Epoch, 12, mode, training, obj values, 10.475961296508709, obj std, 6.667769085513428 
Epoch, 12, mode, testing, obj values, 9.821646975974241, obj std, 7.714947826385215 
Epoch, 13, mode, training, obj values, 10.482076836812, obj std, 6.657880963400101 
Epoch, 13, mode, testing, obj values, 9.83844676365455, obj std, 7.753018841709411 
Epoch, 14, mode, training, obj values, 10.47362161508451, obj std, 6.672056860289651 
Epoch, 14, mode, testing, obj values, 9.880627150833607, obj std, 7.67693745136823 
Epoch, 15, mode, training, obj values, 10.494145874368648, obj std, 6.671462348074076 
Epoch, 15, mode, testing, obj values, 9.819696902732055, obj std, 7.716920137971556 
Epoch, 16, mode, training, obj values, 10.487210717735191, obj std, 6.698441868611211 
Epoch, 16, mode, testing, obj values, 9.848430529733498, obj std, 7.687377855003013 
Epoch, 17, mode, training, obj values, 10.579795188146333, obj std, 6.701395224572587 
Epoch, 17, mode, testing, obj values, 9.818596045176188, obj std, 7.716477619974082 
Epoch, 18, mode, training, obj values, 10.606883401237429, obj std, 6.879179328134223 
Epoch, 18, mode, testing, obj values, 10.366645441949368, obj std, 8.426116328007287 
Epoch, 19, mode, training, obj values, 10.628348561003804, obj std, 7.130304921150961 
Epoch, 19, mode, testing, obj values, 9.820208246012529, obj std, 7.717786012507784 
