Epoch, -2, mode, training, obj values, 4.490515688059386, obj std, 3.9087540464191246 
Epoch, -2, mode, testing, obj values, 4.602756066285074, obj std, 4.1571200915203645 
Epoch, -1, mode, training, obj values, 5.871966657324228, obj std, 4.329926122840956 
Epoch, -1, mode, testing, obj values, 6.2458606677502395, obj std, 4.603418613271959 
Epoch, 0, mode, training, obj values, 5.875603191698901, obj std, 4.3211283545979535 
Epoch, 0, mode, testing, obj values, 6.26346780333668, obj std, 4.649779314648008 
Epoch, 1, mode, training, obj values, 5.852907217061147, obj std, 4.330865962340977 
Epoch, 1, mode, testing, obj values, 6.289635846801102, obj std, 4.665985645564042 
Epoch, 2, mode, training, obj values, 5.848169547417201, obj std, 4.336279591028015 
Epoch, 2, mode, testing, obj values, 6.2657357106730345, obj std, 4.651663325762864 
Epoch, 3, mode, training, obj values, 5.8390001997421495, obj std, 4.32825688213104 
Epoch, 3, mode, testing, obj values, 6.2783314616978165, obj std, 4.685379264528981 
Epoch, 4, mode, training, obj values, 5.843156959256158, obj std, 4.334087790323259 
Epoch, 4, mode, testing, obj values, 6.293679067716003, obj std, 4.68599937516286 
Epoch, 5, mode, training, obj values, 5.838235155825969, obj std, 4.334920615490419 
Epoch, 5, mode, testing, obj values, 6.253702697791159, obj std, 4.665187827859309 
Epoch, 6, mode, training, obj values, 5.841147864835802, obj std, 4.328263490712857 
Epoch, 6, mode, testing, obj values, 6.337815833128989, obj std, 4.816344698661156 
Epoch, 7, mode, training, obj values, 5.829273319144267, obj std, 4.345726071780987 
Epoch, 7, mode, testing, obj values, 6.272449851222336, obj std, 4.643107186213943 
Epoch, 8, mode, training, obj values, 5.840092553074937, obj std, 4.334515302303704 
Epoch, 8, mode, testing, obj values, 6.263907448463142, obj std, 4.695951336779252 
Epoch, 9, mode, training, obj values, 5.8298159868107176, obj std, 4.334308709266133 
Epoch, 9, mode, testing, obj values, 6.273082905188203, obj std, 4.689912955702795 
Epoch, 10, mode, training, obj values, 5.838208336480893, obj std, 4.331507122890031 
Epoch, 10, mode, testing, obj values, 6.23953417301178, obj std, 4.656708230429121 
Epoch, 11, mode, training, obj values, 5.825161081440747, obj std, 4.338160190421073 
Epoch, 11, mode, testing, obj values, 6.233778641037643, obj std, 4.669384447290047 
Epoch, 12, mode, training, obj values, 5.856623943783343, obj std, 4.405581659483827 
Epoch, 12, mode, testing, obj values, 6.240409926213324, obj std, 4.66464613187508 
Epoch, 13, mode, training, obj values, 5.827535489536822, obj std, 4.337363053758391 
Epoch, 13, mode, testing, obj values, 6.239601047560573, obj std, 4.679906109102574 
Epoch, 14, mode, training, obj values, 5.831176973506809, obj std, 4.33592738175041 
Epoch, 14, mode, testing, obj values, 6.24617202591151, obj std, 4.667292268595757 
Epoch, 15, mode, training, obj values, 5.82529104686575, obj std, 4.3374723284572925 
Epoch, 15, mode, testing, obj values, 6.239189822375774, obj std, 4.664182132145949 
Epoch, 16, mode, training, obj values, 5.8247144089546055, obj std, 4.3338427120308 
Epoch, 16, mode, testing, obj values, 6.243289125189185, obj std, 4.679932769153537 
Epoch, 17, mode, training, obj values, 5.822780754140113, obj std, 4.336962760445781 
Epoch, 17, mode, testing, obj values, 6.234234656170011, obj std, 4.678813139955965 
Epoch, 18, mode, training, obj values, 5.822774902505334, obj std, 4.333777884875037 
Epoch, 18, mode, testing, obj values, 6.242696752287447, obj std, 4.673220356864711 
Epoch, 19, mode, training, obj values, 5.827039292394184, obj std, 4.361115493824319 
Epoch, 19, mode, testing, obj values, 6.229803129434585, obj std, 4.671988716374471 
