Epoch, 0, mode, training, obj values, 4.108197077065706, obj std, 16.966530997980385 
Epoch, 15, mode, testing, obj values, 2.556781465411186, obj std, 1.1932755243072433 
Epoch, 16, mode, training, obj values, 2.3654870142787696, obj std, 1.5707281232919088 
Epoch, 16, mode, testing, obj values, 2.9963068103790285, obj std, 3.945676014534688 
Epoch, 17, mode, training, obj values, 2.3193423352390528, obj std, 1.2919244780361434 
Epoch, 17, mode, testing, obj values, 2.5879359805583952, obj std, 1.2498461700254813 
Epoch, 18, mode, training, obj values, 2.379616307094693, obj std, 1.4175315964145734 
Epoch, 18, mode, testing, obj values, 2.5558609026670456, obj std, 1.193491531640725 
Epoch, 19, mode, training, obj values, 2.3562058990448715, obj std, 1.3802899041614598 
Epoch, 19, mode, testing, obj values, 2.614390808343887, obj std, 1.3714312597883849 
Epoch, 20, mode, training, obj values, 2.299348247498274, obj std, 1.4060320109638682 
Epoch, 20, mode, testing, obj values, 2.574601132571697, obj std, 1.2185694800465574 
Epoch, 21, mode, training, obj values, 2.395380586758256, obj std, 2.012285215574309 
Epoch, 21, mode, testing, obj values, 2.6161676862835885, obj std, 1.2898029496049803 
Epoch, 22, mode, training, obj values, 2.320194650888443, obj std, 1.3269864152999067 
Epoch, 22, mode, testing, obj values, 4.510650172531605, obj std, 19.311626565503644 
Epoch, 23, mode, training, obj values, 2.839196155741811, obj std, 10.046418680726696 
Epoch, 23, mode, testing, obj values, 2.5945305421948435, obj std, 1.2392991349236306 
Epoch, 24, mode, training, obj values, 2.646575704589486, obj std, 5.035470994631251 
Epoch, 24, mode, testing, obj values, 2.616715757846832, obj std, 1.4387538621961837 
Epoch, 25, mode, training, obj values, 2.390651692301035, obj std, 1.9526779407355843 
Epoch, 25, mode, testing, obj values, 5.707108104228974, obj std, 31.229944450955802 
Epoch, 26, mode, training, obj values, 2.333989690989256, obj std, 1.3292126672241074 
Epoch, 26, mode, testing, obj values, 2.582134646177292, obj std, 1.2652257506241025 
Epoch, 27, mode, training, obj values, 2.357934109047055, obj std, 1.3680278406856141 
Epoch, 27, mode, testing, obj values, 2.554898710846901, obj std, 1.1925412662182624 
Epoch, 28, mode, training, obj values, 2.3366706635802985, obj std, 1.3314733179010736 
Epoch, 28, mode, testing, obj values, 2.6421272119879724, obj std, 1.3253295714761866 
Epoch, 29, mode, training, obj values, 2.318705275952816, obj std, 1.2942743535853327 
Epoch, 29, mode, testing, obj values, 2.5617025750875473, obj std, 1.1891635043123356 
Epoch, 30, mode, training, obj values, 2.331490950733423, obj std, 1.3113844525239637 
Epoch, 30, mode, testing, obj values, 2.5794078132510183, obj std, 1.1993685319009102 
Epoch, 31, mode, training, obj values, 2.471049939095974, obj std, 3.214314471525127 
Epoch, 31, mode, testing, obj values, 2.5840359151363375, obj std, 1.216215555609318 
Epoch, 32, mode, training, obj values, 4.299921123757958, obj std, 37.73413201540194 
Epoch, 32, mode, testing, obj values, 2.6345353946089745, obj std, 1.4543561671475749 
Epoch, 33, mode, training, obj values, 2.4282462107390166, obj std, 2.238212155689606 
Epoch, 33, mode, testing, obj values, 2.6632350048422815, obj std, 1.3616055661318605 
Epoch, 34, mode, training, obj values, 2.6483529538661243, obj std, 6.0669829253225105 
Epoch, 34, mode, testing, obj values, 4.35212593048811, obj std, 17.03600833346942 
Epoch, 35, mode, training, obj values, 2.3301733730733396, obj std, 1.3183396551531574 
Epoch, 35, mode, testing, obj values, 4.848146899044513, obj std, 22.283772825546837 
Epoch, 36, mode, training, obj values, 3.16161530636251, obj std, 16.00407171616023 
Epoch, 36, mode, testing, obj values, 2.5553181570768357, obj std, 1.1921348489485861 
Epoch, 37, mode, training, obj values, 2.909151088818908, obj std, 12.13815949507063 
Epoch, 37, mode, testing, obj values, 2.56859260737896, obj std, 1.2012117314105515 
Epoch, 38, mode, training, obj values, 2.360882742330432, obj std, 1.57683924862758 
Epoch, 38, mode, testing, obj values, 2.564434398710728, obj std, 1.2027624373910948 
Epoch, 39, mode, training, obj values, 2.34283450037241, obj std, 1.3885185211496813 
Epoch, 39, mode, testing, obj values, 2.5549338927865026, obj std, 1.1925339840572244 
Epoch, 40, mode, training, obj values, 2.5343977776914834, obj std, 3.6020855876952256 
Epoch, 40, mode, testing, obj values, 2.5701746129989624, obj std, 1.1990701011604048 
Epoch, 41, mode, training, obj values, 2.324896464049816, obj std, 1.3196693739468466 
Epoch, 41, mode, testing, obj values, 2.55490865111351, obj std, 1.192531390527866 
Epoch, 42, mode, training, obj values, 2.3368311284482477, obj std, 1.3560846923849559 
Epoch, 42, mode, testing, obj values, 2.5896848317980767, obj std, 1.2268244885942752 
Epoch, 43, mode, training, obj values, 2.339553977623582, obj std, 1.365864831371132 
Epoch, 43, mode, testing, obj values, 2.5770238173007964, obj std, 1.1965756017897387 
Epoch, 44, mode, training, obj values, 2.4449206149578093, obj std, 2.5458443452251105 
Epoch, 44, mode, testing, obj values, 2.555347790122032, obj std, 1.192857152076579 
Epoch, 45, mode, training, obj values, 2.3158734172582625, obj std, 1.2974646129240663 
Epoch, 45, mode, testing, obj values, 8.617311314344406, obj std, 60.42450749967462 
Epoch, 46, mode, training, obj values, 2.343932509049773, obj std, 1.3595716265932218 
Epoch, 46, mode, testing, obj values, 3.247098731100559, obj std, 7.156785779136452 
Epoch, 47, mode, training, obj values, 2.321964689567685, obj std, 1.314905609389132 
Epoch, 47, mode, testing, obj values, 2.5983554911613465, obj std, 1.1984385146744745 
Epoch, 48, mode, training, obj values, 2.323182401508093, obj std, 1.3050454412831223 
Epoch, 48, mode, testing, obj values, 2.55770298063755, obj std, 1.1921621762037768 
Epoch, 49, mode, training, obj values, 2.31999025054276, obj std, 1.300937912586917 
Epoch, 49, mode, testing, obj values, 2.61302739918232, obj std, 1.3314423219794085 
