Epoch, 0, mode, training, obj values, 4.108197077065706, obj std, 16.966530997980385 
Epoch, 0, mode, testing, obj values, 2.7143507480621336, obj std, 1.7588965944196595 
Epoch, 1, mode, training, obj values, 2.4533168937265875, obj std, 1.721498239471383 
Epoch, 1, mode, testing, obj values, 3.033766793012619, obj std, 3.3954203695149436 
Epoch, 2, mode, training, obj values, 2.3875259892642497, obj std, 1.458987249438681 
Epoch, 2, mode, testing, obj values, 2.636161061823368, obj std, 1.310424788232526 
Epoch, 3, mode, training, obj values, 2.358022723644972, obj std, 1.4136760017418664 
Epoch, 3, mode, testing, obj values, 2.6029000437259673, obj std, 1.3265088622884853 
Epoch, 4, mode, training, obj values, 2.3803958579152824, obj std, 1.5025864842429788 
Epoch, 4, mode, testing, obj values, 2.5685781612992287, obj std, 1.1821804111760164 
Epoch, 5, mode, training, obj values, 2.364755784124136, obj std, 1.4418796274052539 
Epoch, 5, mode, testing, obj values, 2.626569526195526, obj std, 1.260559129271752 
Epoch, 6, mode, training, obj values, 2.3733490800112484, obj std, 1.451083707666574 
Epoch, 6, mode, testing, obj values, 2.761425247192383, obj std, 1.625882252166317 
Epoch, 7, mode, training, obj values, 3.4731355679780247, obj std, 16.485162887089736 
Epoch, 7, mode, testing, obj values, 2.652538869678974, obj std, 1.332883900758921 
Epoch, 8, mode, training, obj values, 2.6324257146567107, obj std, 6.007500525043691 
Epoch, 8, mode, testing, obj values, 2.59638443171978, obj std, 1.259282827823885 
Epoch, 9, mode, training, obj values, 2.4277334731072187, obj std, 1.5458669268742404 
Epoch, 9, mode, testing, obj values, 2.5960369768738745, obj std, 1.2041437697882205 
Epoch, 10, mode, training, obj values, 2.3736919372528793, obj std, 1.425986771826444 
Epoch, 10, mode, testing, obj values, 2.6658212721347807, obj std, 1.4184440339632691 
Epoch, 11, mode, training, obj values, 2.3320086677372456, obj std, 1.3412036149630988 
Epoch, 11, mode, testing, obj values, 2.6977469745278357, obj std, 1.455074831442788 
Epoch, 12, mode, training, obj values, 2.3728373777866363, obj std, 1.4707629747669784 
Epoch, 12, mode, testing, obj values, 2.58087671905756, obj std, 1.2355573551861867 
Epoch, 13, mode, training, obj values, 2.685744613185525, obj std, 6.283586860959916 
Epoch, 13, mode, testing, obj values, 2.591956801712513, obj std, 1.2687960177607271 
Epoch, 14, mode, training, obj values, 2.360492020845413, obj std, 1.3386834082816716 
Epoch, 14, mode, testing, obj values, 2.563835150897503, obj std, 1.2030829450800002 
Epoch, 15, mode, training, obj values, 2.3316118843108415, obj std, 1.3279162997752532 
