training loss, non-robust, two-stage, 0.0,0.10707671195268631,0.11841782180902859,0.1396952807592849,0.16812140631179015,0.16782977891465028,0.1674657150482138,0.1741417158395052,0.16786738249162833,0.17982304046551387,0.2059033149232467,0.169236383959651
training loss, non-robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
training loss, robust, two-stage, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
training loss, robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
testing loss, non-robust, two-stage, 0.0,0.10707671195268631,0.12423904985189438,0.168312668800354,0.16796372830867767,0.167619988322258,0.16741259396076202,0.16777776181697845,0.1698731631040573,0.21215294301509857,0.17296072840690613,0.16810855269432068
testing loss, non-robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
testing loss, robust, two-stage, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
testing loss, robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
training loss, non-robust, two-stage, 0.0,0.10707671195268631,0.10556405782699585,0.09651570748537779,0.0959847837065657,0.06859018889566262,0.06874389949565132,0.069313411321491,0.06956098759546876,0.07037880637993416,0.07195126594354709,0.07293208989625176
training loss, non-robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
training loss, robust, two-stage, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
training loss, robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
testing loss, non-robust, two-stage, 0.0,0.10707671195268631,0.10313814133405685,0.0919683650135994,0.08069558441638947,0.06763285398483276,0.06893986463546753,0.06941015273332596,0.06947015225887299,0.07149108499288559,0.07145335525274277,0.07332000881433487
testing loss, non-robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
testing loss, robust, two-stage, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
testing loss, robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
