training obj, non-robust, two-stage, 11.47369227061669,12.775901848077774,12.835499341289202,12.666243314743042,12.74104913075765,12.631388343373935,12.631383832295736,12.632055435578028,12.659249624609947,12.636455591519674,12.65930628478527,12.60831151207288,12.562408699591954,12.65285165309906,12.654137222965558,12.657370247443517,12.650196575125058,12.650656866033872,12.650466378529867,12.648067294557888,12.648236804207166,12.648183790842692
training obj, non-robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
training obj, robust, two-stage, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
training obj, robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
testing obj, non-robust, two-stage, 11.135974971453349,13.169293411572774,12.826064697901408,12.849129859606425,12.741158199310302,12.741178528467815,12.741203355789185,12.741152532895406,12.741151189804077,12.845681802431743,12.741152238845824,12.72615393002828,12.765938719113668,12.774554618199666,12.774478681882222,12.774331307411193,12.773134024937947,12.773285857836406,12.771545998255412,12.771235887209574,12.77096532980601,12.77088565826416
testing obj, non-robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
testing obj, robust, two-stage, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
testing obj, robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
training obj, non-robust, two-stage, 7.780920709172885,10.057142646610737,9.922457667688528,9.92426956097285,9.905862537026405,9.944777734577656,9.956326367457708,9.935190207262833,10.043884579340617,10.276040185987949,10.302729430794717,10.314339267710844,10.333770163357258,10.32766098678112,10.304326791564623,10.310406022767227,10.29617790132761,10.307289464771747,10.263762402037779,10.342341833810012,10.304152702788512,10.293061317006748
training obj, non-robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
training obj, robust, two-stage, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
training obj, robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
testing obj, non-robust, two-stage, 7.4306811908880865,9.997253515323003,9.86381809314092,9.641974240541458,9.853298119703929,9.94631605943044,9.968051624298095,10.099997496604919,10.192382756868998,10.337559839089712,10.484795920054118,10.532036995887756,10.535786163806915,10.408119583129883,10.40589683453242,10.473753213882446,10.357307624816894,10.354823259512584,10.493975432713826,10.436037270228068,10.350226483742397,10.407548664013545
testing obj, non-robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
testing obj, robust, two-stage, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
testing obj, robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
