training obj, non-robust, two-stage, 0.49945882136623065,0.5677266294757525,0.5671943782518307,0.5456473300854365,0.534205749258399,0.5341922865559657,0.5341817992428939,0.5339846478154262,0.534122709557414,0.5336263207097848,0.5334840668986242,0.534041257078449
training obj, non-robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
training obj, robust, two-stage, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
training obj, robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
testing obj, non-robust, two-stage, 0.49945762058099114,0.5675879617532095,0.5671060423056284,0.5383054286241531,0.5383880247672399,0.5383522599935532,0.5383749236663182,0.5381810118754705,0.5381959776083628,0.5372787743806839,0.538795730471611,0.5373040537039439
testing obj, non-robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
testing obj, robust, two-stage, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
testing obj, robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
training obj, non-robust, two-stage, 0.5248625365396341,0.5665755145251751,0.5363049206634363,0.5335957686106364,0.5340342951317628,0.533358380695184,0.5332947511225938,0.5332158812632163,0.5331088896840811,0.5332677827527126,0.5332561771074931,0.5332716359446447
training obj, non-robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
training obj, robust, two-stage, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
training obj, robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
testing obj, non-robust, two-stage, 0.5249898980061213,0.5665725479523341,0.5336716373761495,0.533438789844513,0.5335519909858704,0.5331642289956411,0.5332985450824101,0.5331254969040553,0.5331040263175965,0.533221689860026,0.5331496218840281,0.5333268453677495
testing obj, non-robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
testing obj, robust, two-stage, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
testing obj, robust, decision-focused, 0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
