Epoch, -2, mode, training, obj values, 10.654302866819004, obj std, 7.761381389759446 
Epoch, -2, mode, testing, obj values, 10.813542232414086, obj std, 8.089554306672227 
Epoch, -1, mode, training, obj values, 12.415890358140071, obj std, 8.55006685275739 
Epoch, -1, mode, testing, obj values, 12.971923737227916, obj std, 9.995246101288497 
Epoch, 0, mode, training, obj values, 12.711347335297614, obj std, 8.539865641099121 
Epoch, 0, mode, testing, obj values, 12.117592953642209, obj std, 8.182355631347248 
Epoch, 1, mode, training, obj values, 12.566635489463806, obj std, 8.797892403657254 
Epoch, 1, mode, testing, obj values, 12.190838083128135, obj std, 9.280624237216761 
Epoch, 2, mode, training, obj values, 12.122464371627817, obj std, 8.308278386167466 
Epoch, 2, mode, testing, obj values, 13.117055009802183, obj std, 9.593402420418004 
Epoch, 3, mode, training, obj values, 12.126923280892273, obj std, 8.269404209902113 
Epoch, 3, mode, testing, obj values, 12.502406300604344, obj std, 9.165878141787688 
Epoch, 4, mode, training, obj values, 12.395543719020983, obj std, 8.218153761685347 
Epoch, 4, mode, testing, obj values, 11.428439111014207, obj std, 7.924126019573402 
Epoch, 5, mode, training, obj values, 12.395521028464039, obj std, 8.836563911415704 
Epoch, 5, mode, testing, obj values, 11.59507383008798, obj std, 8.736837018208007 
Epoch, 6, mode, training, obj values, 12.529817772066842, obj std, 8.723132719899143 
Epoch, 6, mode, testing, obj values, 11.34462364713351, obj std, 8.218394225120338 
Epoch, 7, mode, training, obj values, 12.23635697774589, obj std, 8.519493814885868 
Epoch, 7, mode, testing, obj values, 11.830264935394128, obj std, 8.52137081122869 
Epoch, 8, mode, training, obj values, 12.600211476255208, obj std, 8.809390842669142 
Epoch, 8, mode, testing, obj values, 11.931144211689631, obj std, 9.614021316860525 
Epoch, 9, mode, training, obj values, 12.692500066881378, obj std, 8.646162634248933 
Epoch, 9, mode, testing, obj values, 12.720084811250368, obj std, 9.16898729734212 
Epoch, 10, mode, training, obj values, 11.859869500808419, obj std, 8.505846402535397 
Epoch, 10, mode, testing, obj values, 12.938005305329959, obj std, 9.925815643363771 
Epoch, 11, mode, training, obj values, 12.19529232699424, obj std, 8.648657807344007 
Epoch, 11, mode, testing, obj values, 12.474749316771826, obj std, 8.937463629686476 
Epoch, 12, mode, training, obj values, 12.306375878366332, obj std, 8.61011213984148 
Epoch, 12, mode, testing, obj values, 12.665358796715736, obj std, 8.925921091484655 
Epoch, 13, mode, training, obj values, 12.724802401072035, obj std, 8.736590718059485 
Epoch, 13, mode, testing, obj values, 12.745559763908386, obj std, 9.60546489125749 
Epoch, 14, mode, training, obj values, 12.440044076461344, obj std, 8.644260921329236 
Epoch, 14, mode, testing, obj values, 12.734348519643147, obj std, 9.33302591900074 
