Epoch, -1, mode, training, obj values, 8.99368835290273, obj std, 5.300991680255 
Epoch, -1, mode, testing, obj values, 8.245828147729238, obj std, 4.436188501310636 
Epoch, 0, mode, training, obj values, 8.979208811124165, obj std, 5.2752415699280935 
Epoch, 0, mode, testing, obj values, 8.248546163241068, obj std, 4.455243939055417 
Epoch, 1, mode, training, obj values, 8.99481695095698, obj std, 5.2872727164044875 
Epoch, 1, mode, testing, obj values, 8.416281159718832, obj std, 4.681385045667645 
Epoch, 2, mode, training, obj values, 8.976608022054036, obj std, 5.26770865281458 
Epoch, 2, mode, testing, obj values, 8.412248690923056, obj std, 4.624438291625281 
Epoch, 3, mode, training, obj values, 8.970018510023753, obj std, 5.267986327962909 
Epoch, 3, mode, testing, obj values, 8.449057646592458, obj std, 4.727307773889653 
Epoch, 4, mode, training, obj values, 8.983294146259626, obj std, 5.27229253248172 
Epoch, 4, mode, testing, obj values, 8.369010551770527, obj std, 4.601556591256649 
Epoch, 5, mode, training, obj values, 8.985216815272967, obj std, 5.286679822038801 
Epoch, 5, mode, testing, obj values, 8.377754759788512, obj std, 4.6670854805931254 
Epoch, 6, mode, training, obj values, 8.957473762830098, obj std, 5.236162877133081 
Epoch, 6, mode, testing, obj values, 8.464827060699463, obj std, 4.692886973513343 
Epoch, 7, mode, training, obj values, 8.999443883697191, obj std, 5.298684378901103 
Epoch, 7, mode, testing, obj values, 8.395706689357757, obj std, 4.6696342422003045 
Epoch, 8, mode, training, obj values, 9.015810679395994, obj std, 5.325973767531627 
Epoch, 8, mode, testing, obj values, 8.318106357256571, obj std, 4.555097583975047 
Epoch, 9, mode, training, obj values, 8.96705083946387, obj std, 5.25787506887089 
Epoch, 9, mode, testing, obj values, 8.657045062383016, obj std, 4.73895150840254 
Epoch, 10, mode, training, obj values, 8.965772406260173, obj std, 5.255981563062509 
Epoch, 10, mode, testing, obj values, 8.353612466653187, obj std, 4.591041134626956 
Epoch, 11, mode, training, obj values, 9.004665496945382, obj std, 5.290420196676417 
Epoch, 11, mode, testing, obj values, 8.43284443616867, obj std, 4.651557435408904 
Epoch, 12, mode, training, obj values, 8.953587209184965, obj std, 5.208874504621057 
Epoch, 12, mode, testing, obj values, 8.36347103913625, obj std, 4.570564408787779 
Epoch, 13, mode, training, obj values, 8.985696288943291, obj std, 5.27485769865002 
Epoch, 13, mode, testing, obj values, 8.351260681947073, obj std, 4.607565405062002 
Epoch, 14, mode, training, obj values, 8.978541004657746, obj std, 5.267377846092149 
Epoch, 14, mode, testing, obj values, 8.365555731455485, obj std, 4.574945366141131 
Epoch, 15, mode, training, obj values, 8.959655355413755, obj std, 5.230262423630175 
Epoch, 15, mode, testing, obj values, 8.390736146767933, obj std, 4.6689117511138365 
Epoch, 16, mode, training, obj values, 8.964141764243443, obj std, 5.24212345989078 
Epoch, 16, mode, testing, obj values, 8.407191534837088, obj std, 4.7406344193009655 
Epoch, 17, mode, training, obj values, 8.972036316990852, obj std, 5.264873795193072 
Epoch, 17, mode, testing, obj values, 8.333163873354595, obj std, 4.5346239664991215 
Epoch, 18, mode, training, obj values, 8.97361014187336, obj std, 5.283273115302993 
Epoch, 18, mode, testing, obj values, 8.302018368244171, obj std, 4.493120524076138 
Epoch, 19, mode, training, obj values, 8.971743046243985, obj std, 5.247562947521231 
Epoch, 19, mode, testing, obj values, 8.371053997675578, obj std, 4.597889217603644 
