Epoch, -2, mode, training, loss, 0.0, loss std, 0.0 
Epoch, -2, mode, testing, loss, 0.0, loss std, 0.0 
Epoch, -1, mode, training, loss, 9.07607155561447, loss std, 1.7208699478367042 
Epoch, -1, mode, testing, loss, 9.215783021450044, loss std, 1.6671620142901555 
Epoch, 0, mode, training, loss, 8.291520683169365, loss std, 1.5989267262369482 
Epoch, 0, mode, testing, loss, 8.212243349552155, loss std, 1.474301695378959 
Epoch, 1, mode, training, loss, 8.098497250378133, loss std, 1.5241642392198662 
Epoch, 1, mode, testing, loss, 8.227433683872222, loss std, 1.4747182490076125 
Epoch, 2, mode, training, loss, 8.104814871251584, loss std, 1.5239080902360895 
Epoch, 2, mode, testing, loss, 8.22699066877365, loss std, 1.474736357693424 
Epoch, 3, mode, training, loss, 8.101824993789196, loss std, 1.5240635754747003 
Epoch, 3, mode, testing, loss, 8.226658916473388, loss std, 1.4747246148530808 
Epoch, 4, mode, training, loss, 8.105750160515308, loss std, 1.5239059285771333 
Epoch, 4, mode, testing, loss, 8.224770019054413, loss std, 1.4747375558526952 
Epoch, 5, mode, training, loss, 8.1042967197299, loss std, 1.523984475713593 
Epoch, 5, mode, testing, loss, 8.225681855678559, loss std, 1.4747147474900986 
Epoch, 6, mode, training, loss, 8.103914619088172, loss std, 1.524015348891315 
Epoch, 6, mode, testing, loss, 8.22551958322525, loss std, 1.4747252414980738 
Epoch, 7, mode, training, loss, 8.104632631540298, loss std, 1.5239600373299769 
Epoch, 7, mode, testing, loss, 8.225328698158265, loss std, 1.4747218697742424 
Epoch, 8, mode, training, loss, 8.10366483360529, loss std, 1.523992019806083 
Epoch, 8, mode, testing, loss, 8.224461331367493, loss std, 1.4747132477728493 
Epoch, 9, mode, training, loss, 8.10364695429802, loss std, 1.5239484094507287 
Epoch, 9, mode, testing, loss, 8.225426442623139, loss std, 1.4747029651176737 
