Epoch, -2, mode, training, loss, 0.0, loss std, 0.0 
Epoch, -2, mode, testing, loss, 0.0, loss std, 0.0 
Epoch, -1, mode, training, loss, 4.602078697383404, loss std, 0.2527254004319051 
Epoch, -1, mode, testing, loss, 4.596896402835846, loss std, 0.23526681330848095 
Epoch, 0, mode, training, loss, 4.597168079912662, loss std, 0.24711012532684 
Epoch, 0, mode, testing, loss, 4.584431273937225, loss std, 0.23537295225017849 
Epoch, 1, mode, training, loss, 4.590633524656296, loss std, 0.24676873947140263 
Epoch, 1, mode, testing, loss, 4.581353565454483, loss std, 0.23801239972800287 
Epoch, 2, mode, training, loss, 4.6023688191175465, loss std, 0.25138513302074866 
Epoch, 2, mode, testing, loss, 4.6042616045475, loss std, 0.25998982786629354 
Epoch, 3, mode, training, loss, 4.609880197644234, loss std, 0.26020252033054214 
Epoch, 3, mode, testing, loss, 4.630754753351211, loss std, 0.28620714705633854 
Epoch, 4, mode, training, loss, 4.640266045033932, loss std, 0.27596925160575103 
Epoch, 4, mode, testing, loss, 4.657008209228516, loss std, 0.3187650072609545 
Epoch, 5, mode, training, loss, 4.710667657852173, loss std, 0.3206513620435496 
Epoch, 5, mode, testing, loss, 4.783917874097824, loss std, 0.41843324852305264 
Epoch, 6, mode, training, loss, 4.936589605808258, loss std, 0.46590958314999364 
Epoch, 6, mode, testing, loss, 5.084105342626572, loss std, 0.5924020893664824 
Epoch, 7, mode, training, loss, 5.024853330254555, loss std, 0.5020222498786249 
Epoch, 7, mode, testing, loss, 5.142071740627289, loss std, 0.5978463328012521 
Epoch, 8, mode, training, loss, 5.387254077494145, loss std, 0.6543666701123249 
Epoch, 8, mode, testing, loss, 5.698247194290161, loss std, 0.8164972711922066 
Epoch, 9, mode, training, loss, 5.868423856496811, loss std, 0.8074157331054659 
Epoch, 9, mode, testing, loss, 6.239818334579468, loss std, 0.993566913778004 
