Epoch, -2, mode, training, obj values, 4.21500770971179, obj std, 3.2142073511633082 
Epoch, -2, mode, testing, obj values, 3.899084646503131, obj std, 2.709875050771519 
Epoch, -1, mode, training, obj values, 4.605720034241676, obj std, 3.253947299628568 
Epoch, -1, mode, testing, obj values, 4.3711613287528355, obj std, 2.8922964877565462 
Epoch, 0, mode, training, obj values, 4.605720023314158, obj std, 3.2539472799941005 
Epoch, 0, mode, testing, obj values, 4.3711613287528355, obj std, 2.8922964877565462 
Epoch, 1, mode, training, obj values, 4.605720030764739, obj std, 3.2539472854588016 
Epoch, 1, mode, testing, obj values, 4.3711613287528355, obj std, 2.8922964877565462 
Epoch, 2, mode, training, obj values, 4.60572003920873, obj std, 3.253947302778974 
Epoch, 2, mode, testing, obj values, 4.37116132080555, obj std, 2.892296484763097 
Epoch, 3, mode, training, obj values, 4.605720034241676, obj std, 3.2539472943622014 
Epoch, 3, mode, testing, obj values, 4.371161324779193, obj std, 2.8922964896329058 
Epoch, 4, mode, training, obj values, 4.605720028032859, obj std, 3.2539472873721174 
Epoch, 4, mode, testing, obj values, 4.3711613287528355, obj std, 2.8922964877565462 
Epoch, 5, mode, training, obj values, 4.605720034986734, obj std, 3.2539473006912782 
Epoch, 5, mode, testing, obj values, 4.3711613287528355, obj std, 2.8922964877565467 
Epoch, 6, mode, training, obj values, 4.605720032999913, obj std, 3.2539472907214018 
Epoch, 6, mode, testing, obj values, 4.3711613287528355, obj std, 2.8922964877565462 
Epoch, 7, mode, training, obj values, 4.60572003275156, obj std, 3.2539472911499576 
Epoch, 7, mode, testing, obj values, 4.3711613287528355, obj std, 2.8922964877565462 
Epoch, 8, mode, training, obj values, 4.605720027536154, obj std, 3.253947281434833 
Epoch, 8, mode, testing, obj values, 4.3711613287528355, obj std, 2.8922964877565462 
Epoch, 9, mode, training, obj values, 4.605720037221909, obj std, 3.2539473027600927 
Epoch, 9, mode, testing, obj values, 4.3711613287528355, obj std, 2.8922964877565462 
