Epoch, -2, mode, training, obj values, 4.977350441940749, obj std, 4.121509215914523 
Epoch, -2, mode, testing, obj values, 4.43839223900189, obj std, 3.5266592143834097 
Epoch, -1, mode, training, obj values, 6.649400070651124, obj std, 4.556993557076245 
Epoch, -1, mode, testing, obj values, 6.2274578251565496, obj std, 3.9460119071662145 
Epoch, 0, mode, training, obj values, 6.640823710973685, obj std, 4.5708367470526925 
Epoch, 0, mode, testing, obj values, 6.013949995674193, obj std, 4.165935992876287 
Epoch, 1, mode, training, obj values, 6.412128674099222, obj std, 4.576345939659487 
Epoch, 1, mode, testing, obj values, 5.951715378649533, obj std, 4.102780851199131 
Epoch, 2, mode, training, obj values, 6.430393158411607, obj std, 4.623708131442875 
Epoch, 2, mode, testing, obj values, 5.928827784955502, obj std, 4.0045976491078585 
Epoch, 3, mode, training, obj values, 6.435211503800626, obj std, 4.615031433284414 
Epoch, 3, mode, testing, obj values, 5.903645346562068, obj std, 3.9678223397397967 
Epoch, 4, mode, training, obj values, 6.443609807065998, obj std, 4.613398341650531 
Epoch, 4, mode, testing, obj values, 5.934570924813548, obj std, 3.9747263464995677 
Epoch, 5, mode, training, obj values, 6.421988225681707, obj std, 4.645299255044421 
Epoch, 5, mode, testing, obj values, 5.914624057151377, obj std, 3.9471964254661427 
Epoch, 6, mode, training, obj values, 6.415545985009521, obj std, 4.640562992684772 
Epoch, 6, mode, testing, obj values, 5.9125280540436504, obj std, 3.9507267561287263 
Epoch, 7, mode, training, obj values, 6.4337832194597775, obj std, 4.629780445874404 
Epoch, 7, mode, testing, obj values, 5.9613844881455105, obj std, 4.1026262733641845 
Epoch, 8, mode, training, obj values, 6.402770106696213, obj std, 4.631394202041144 
Epoch, 8, mode, testing, obj values, 5.917982062200705, obj std, 3.9511801971711638 
Epoch, 9, mode, training, obj values, 6.408164741673196, obj std, 4.647777423952121 
Epoch, 9, mode, testing, obj values, 5.956116565379004, obj std, 4.067504830121189 
Epoch, 10, mode, training, obj values, 6.4395934579738725, obj std, 4.646169834649854 
Epoch, 10, mode, testing, obj values, 5.940667722125848, obj std, 3.958661070997013 
