Epoch, 0, mode, training, obj values, 3.3744469282031058, obj std, 1.942777219651734 
Epoch, 0, mode, testing, obj values, 2.7635308682918547, obj std, 1.5450021043084399 
Epoch, 1, mode, training, obj values, 3.033325844146311, obj std, 1.5950679516202857 
Epoch, 1, mode, testing, obj values, 2.6563032239675524, obj std, 1.4963178479468031 
Epoch, 2, mode, training, obj values, 2.924220263324678, obj std, 1.530430283002119 
Epoch, 2, mode, testing, obj values, 2.515898844599724, obj std, 1.425678761920923 
Epoch, 3, mode, training, obj values, 2.749624094441533, obj std, 1.4567621305748604 
Epoch, 3, mode, testing, obj values, 2.5032627865672112, obj std, 1.660801599732064 
Epoch, 4, mode, training, obj values, 2.8888483038544654, obj std, 2.8125242369091574 
Epoch, 4, mode, testing, obj values, 2.3387168043851854, obj std, 1.3856969989885901 
Epoch, 5, mode, training, obj values, 2.8751437787711622, obj std, 4.773377177653124 
Epoch, 5, mode, testing, obj values, 2.555019789338112, obj std, 2.6231980117022085 
Epoch, 6, mode, training, obj values, 4.621977179311216, obj std, 36.12838046807609 
Epoch, 6, mode, testing, obj values, 2.4283927834033965, obj std, 1.684703628962263 
Epoch, 7, mode, training, obj values, 2.751539760008454, obj std, 2.678850071829258 
Epoch, 7, mode, testing, obj values, 2.304091769903898, obj std, 1.4106016999747175 
Epoch, 8, mode, training, obj values, 2.636783539354801, obj std, 1.551588599239216 
Epoch, 8, mode, testing, obj values, 2.2898096919804813, obj std, 1.4144481562434108 
Epoch, 9, mode, training, obj values, 2.59202521212399, obj std, 1.4723847652606756 
Epoch, 9, mode, testing, obj values, 2.284856954365969, obj std, 1.4109322081117153 
