Epoch, -2, mode, training, loss, 0.0, loss std, 0.0 
Epoch, -2, mode, testing, loss, 0.0, loss std, 0.0 
Epoch, -1, mode, training, loss, 9.053918139139812, loss std, 1.8108711938406692 
Epoch, -1, mode, testing, loss, 8.6671067237854, loss std, 1.6529279833037276 
Epoch, 0, mode, training, loss, 8.709246697028478, loss std, 1.769966101110634 
Epoch, 0, mode, testing, loss, 7.812576909859975, loss std, 1.4810405398413047 
Epoch, 1, mode, training, loss, 8.074453596274058, loss std, 1.6029308908355582 
Epoch, 1, mode, testing, loss, 7.7227673927942915, loss std, 1.4611921244354318 
Epoch, 2, mode, training, loss, 8.060058341423671, loss std, 1.6012688539513484 
Epoch, 2, mode, testing, loss, 7.723043302694957, loss std, 1.4612377601563888 
Epoch, 3, mode, training, loss, 8.061049870649974, loss std, 1.6011676927183147 
Epoch, 3, mode, testing, loss, 7.724299065272013, loss std, 1.4614266357645251 
Epoch, 4, mode, training, loss, 8.063292505343755, loss std, 1.6012242318977459 
Epoch, 4, mode, testing, loss, 7.7266979098320006, loss std, 1.4615755127074805 
Epoch, 5, mode, training, loss, 8.065116540590923, loss std, 1.601241741484654 
Epoch, 5, mode, testing, loss, 7.727571686108907, loss std, 1.4616615444108279 
Epoch, 6, mode, training, loss, 8.065892660617829, loss std, 1.6012472203204764 
Epoch, 6, mode, testing, loss, 7.7286403576533, loss std, 1.4617034405231686 
Epoch, 7, mode, training, loss, 8.066788307825725, loss std, 1.6012565665152114 
Epoch, 7, mode, testing, loss, 7.728914749622345, loss std, 1.4617288275163545 
Epoch, 8, mode, training, loss, 8.0666321794192, loss std, 1.6012391555025878 
Epoch, 8, mode, testing, loss, 7.728928724924724, loss std, 1.4616990671210484 
Epoch, 9, mode, training, loss, 8.06706281900406, loss std, 1.6012433301353308 
Epoch, 9, mode, testing, loss, 7.729371376832327, loss std, 1.4617072037386063 
Epoch, 10, mode, training, loss, 8.067232358455659, loss std, 1.601224627834644 
Epoch, 10, mode, testing, loss, 7.729262419541677, loss std, 1.4617333183386965 
