Epoch, -2, mode, training, obj values, 5.270105795068812, obj std, 4.380377566637194 
Epoch, -2, mode, testing, obj values, 5.25954228380695, obj std, 4.518896242202186 
Epoch, -1, mode, training, obj values, 6.628790027283831, obj std, 5.119268057150104 
Epoch, -1, mode, testing, obj values, 6.891411356236786, obj std, 5.173778359183166 
Epoch, 0, mode, training, obj values, 6.587199731339133, obj std, 5.165954006235738 
Epoch, 0, mode, testing, obj values, 6.776957916733809, obj std, 5.201639458923667 
Epoch, 1, mode, training, obj values, 6.566310195156839, obj std, 5.1049516944078 
Epoch, 1, mode, testing, obj values, 6.8599781955964865, obj std, 5.170545847767978 
Epoch, 2, mode, training, obj values, 6.57352228381671, obj std, 5.088973288996944 
Epoch, 2, mode, testing, obj values, 6.880121491122991, obj std, 5.199869468854986 
Epoch, 3, mode, training, obj values, 6.580440995633398, obj std, 5.105865721514195 
Epoch, 3, mode, testing, obj values, 6.868235994596034, obj std, 5.1949412071037635 
Epoch, 4, mode, training, obj values, 6.570033765677363, obj std, 5.098486194288166 
Epoch, 4, mode, testing, obj values, 6.837508856672794, obj std, 5.183618689468032 
Epoch, 5, mode, training, obj values, 6.561760123989079, obj std, 5.084160035673834 
Epoch, 5, mode, testing, obj values, 6.8529044377990065, obj std, 5.180004263545633 
Epoch, 6, mode, training, obj values, 6.559882456108462, obj std, 5.079240412528061 
Epoch, 6, mode, testing, obj values, 6.85537974210456, obj std, 5.190629442336653 
Epoch, 7, mode, training, obj values, 6.563233229108155, obj std, 5.0853857610128355 
Epoch, 7, mode, testing, obj values, 6.844752337504178, obj std, 5.1712012473831575 
Epoch, 8, mode, training, obj values, 6.560050922529772, obj std, 5.096607338335543 
Epoch, 8, mode, testing, obj values, 6.840140765868127, obj std, 5.186693003724176 
Epoch, 9, mode, training, obj values, 6.552511680612806, obj std, 5.086111013519356 
Epoch, 9, mode, testing, obj values, 6.846112428437919, obj std, 5.183882285810123 
