Epoch, 0, mode, training, obj values, 2.6347642607986925, obj std, 1.8086776390761292 
Epoch, 0, mode, testing, obj values, 2.6026741176843644, obj std, 1.259745529691707 
Epoch, 1, mode, training, obj values, 2.595239041745663, obj std, 1.5449052510469976 
Epoch, 1, mode, testing, obj values, 2.6026735603809357, obj std, 1.2597474239130328 
Epoch, 2, mode, training, obj values, 2.6801212925463913, obj std, 1.5335054751937622 
Epoch, 2, mode, testing, obj values, 2.602666902542114, obj std, 1.2597469574481703 
Epoch, 3, mode, training, obj values, 2.4506838630884884, obj std, 1.152580205395457 
Epoch, 3, mode, testing, obj values, 2.6026660591363906, obj std, 1.2597463172849928 
Epoch, 4, mode, training, obj values, 2.790725031122565, obj std, 2.836542584659755 
Epoch, 4, mode, testing, obj values, 2.8368139952421187, obj std, 1.5479344974792828 
Epoch, 5, mode, training, obj values, 2.5086004376411437, obj std, 1.3668133586951794 
Epoch, 5, mode, testing, obj values, 2.6026703864336014, obj std, 1.259746525105984 
Epoch, 6, mode, training, obj values, 2.5069607358425854, obj std, 1.35852186559632 
Epoch, 6, mode, testing, obj values, 2.6027035176754, obj std, 1.2597171804110643 
Epoch, 7, mode, training, obj values, 2.571931526437402, obj std, 1.4429729661356558 
Epoch, 7, mode, testing, obj values, 2.602659159898758, obj std, 1.2597509960161883 
Epoch, 8, mode, training, obj values, 2.4508629240095616, obj std, 1.1523614848887829 
Epoch, 8, mode, testing, obj values, 2.602670121192932, obj std, 1.2597495222284605 
Epoch, 9, mode, training, obj values, 2.4506966758519413, obj std, 1.152601736420595 
Epoch, 9, mode, testing, obj values, 2.6026770532131196, obj std, 1.2597403474657407 
