Epoch, -2, mode, training, obj values, 9.635832054757824, obj std, 6.323579001129966 
Epoch, -2, mode, testing, obj values, 8.855795618891715, obj std, 7.423631869386723 
Epoch, -1, mode, training, obj values, 10.748897717427463, obj std, 6.959541570098172 
Epoch, -1, mode, testing, obj values, 9.822133637964725, obj std, 7.7360218231332665 
Epoch, 0, mode, training, obj values, 10.651979475251089, obj std, 6.8281066173237255 
Epoch, 0, mode, testing, obj values, 9.83745290885369, obj std, 7.764479916252014 
Epoch, 1, mode, training, obj values, 10.488623067984978, obj std, 6.654968051739164 
Epoch, 1, mode, testing, obj values, 9.811144766211509, obj std, 7.728276079453167 
Epoch, 2, mode, training, obj values, 10.475070383151373, obj std, 6.655386996616211 
Epoch, 2, mode, testing, obj values, 9.865962855517864, obj std, 7.730085662526389 
Epoch, 3, mode, training, obj values, 10.480220053096613, obj std, 6.653087840712746 
Epoch, 3, mode, testing, obj values, 9.811944749951362, obj std, 7.727925720455666 
Epoch, 4, mode, training, obj values, 10.483907843846827, obj std, 6.654417550189143 
Epoch, 4, mode, testing, obj values, 9.833971318105856, obj std, 7.710982455416197 
Epoch, 5, mode, training, obj values, 10.478017112022886, obj std, 6.653591977085363 
Epoch, 5, mode, testing, obj values, 9.831475187838077, obj std, 7.741147233909372 
Epoch, 6, mode, training, obj values, 10.481730364635586, obj std, 6.654664303923164 
Epoch, 6, mode, testing, obj values, 9.815001902977626, obj std, 7.729071344460752 
Epoch, 7, mode, training, obj values, 10.484241063023607, obj std, 6.669062647432251 
Epoch, 7, mode, testing, obj values, 9.839617499212425, obj std, 7.703059540264647 
Epoch, 8, mode, training, obj values, 10.47485820427537, obj std, 6.656673184638314 
Epoch, 8, mode, testing, obj values, 9.818940013150375, obj std, 7.723633702858161 
Epoch, 9, mode, training, obj values, 10.55663220792388, obj std, 6.6501254714112825 
Epoch, 9, mode, testing, obj values, 9.819751504560312, obj std, 7.735127714652624 
Epoch, 10, mode, training, obj values, 10.482084299717098, obj std, 6.66248810351226 
Epoch, 10, mode, testing, obj values, 9.816578611234824, obj std, 7.740724272149304 
Epoch, 11, mode, training, obj values, 10.480696193718662, obj std, 6.658767932876699 
Epoch, 11, mode, testing, obj values, 9.817035453021527, obj std, 7.722417747858796 
Epoch, 12, mode, training, obj values, 10.484479483496397, obj std, 6.652439795695207 
Epoch, 12, mode, testing, obj values, 9.810511413713296, obj std, 7.726645300296263 
Epoch, 13, mode, training, obj values, 10.531018852752943, obj std, 6.644682645221829 
Epoch, 13, mode, testing, obj values, 9.80984161545833, obj std, 7.729228442245541 
Epoch, 14, mode, training, obj values, 10.591800064469377, obj std, 6.707221085465991 
Epoch, 14, mode, testing, obj values, 9.811493056019147, obj std, 7.727022479413465 
Epoch, 15, mode, training, obj values, 10.490452580899, obj std, 6.6564191698639945 
Epoch, 15, mode, testing, obj values, 9.813160600264867, obj std, 7.728063418989955 
Epoch, 16, mode, training, obj values, 10.480431810300797, obj std, 6.655151614252987 
Epoch, 16, mode, testing, obj values, 9.813464576502641, obj std, 7.733374558440431 
Epoch, 17, mode, training, obj values, 10.477754412032663, obj std, 6.6574459759980025 
Epoch, 17, mode, testing, obj values, 9.828934800624847, obj std, 7.737929323885028 
Epoch, 18, mode, training, obj values, 10.480308740182469, obj std, 6.653070745880534 
Epoch, 18, mode, testing, obj values, 9.8150905251503, obj std, 7.724814413193561 
Epoch, 19, mode, training, obj values, 10.475746107442925, obj std, 6.657030634292139 
Epoch, 19, mode, testing, obj values, 9.83410224020481, obj std, 7.71506640766629 
