Epoch, -2, mode, training, loss, 0.025110029632257162, loss std, 0.013090466313551494 
Epoch, -2, mode, testing, loss, 0.02531908539434274, loss std, 0.012705294271395613 
Epoch, -1, mode, training, loss, 3.640834974249204, loss std, 0.3191108402454531 
Epoch, -1, mode, testing, loss, 3.6257050315539043, loss std, 0.29450021863379083 
Epoch, 0, mode, training, loss, 3.632695050040881, loss std, 0.3058156649198189 
Epoch, 0, mode, testing, loss, 3.6059104402860007, loss std, 0.2661915990555316 
Epoch, 1, mode, training, loss, 3.6133355657259623, loss std, 0.28155885787057006 
Epoch, 1, mode, testing, loss, 3.5935253063837687, loss std, 0.24973022028760244 
Epoch, 2, mode, training, loss, 3.601576581597328, loss std, 0.27388685103611865 
Epoch, 2, mode, testing, loss, 3.590194308757782, loss std, 0.24049201458222716 
Epoch, 3, mode, training, loss, 3.5974062363306682, loss std, 0.2672275832996476 
Epoch, 3, mode, testing, loss, 3.5816659053166706, loss std, 0.23238837508063528 
Epoch, 4, mode, training, loss, 3.5896564493576686, loss std, 0.26330389005578175 
Epoch, 4, mode, testing, loss, 3.580159084002177, loss std, 0.2328981992048315 
Epoch, 5, mode, training, loss, 3.586523329218229, loss std, 0.259303809837355 
Epoch, 5, mode, testing, loss, 3.5706825574239094, loss std, 0.22773648458980078 
Epoch, 6, mode, training, loss, 3.583385800321897, loss std, 0.2605789558121886 
Epoch, 6, mode, testing, loss, 3.5730971892674765, loss std, 0.2319616716692602 
Epoch, 7, mode, training, loss, 3.5811079035202664, loss std, 0.2604397517044287 
Epoch, 7, mode, testing, loss, 3.5658660610516866, loss std, 0.2237446434953077 
Epoch, 8, mode, training, loss, 3.5786219120025633, loss std, 0.2604930888661795 
Epoch, 8, mode, testing, loss, 3.568902373313904, loss std, 0.22600801776059004 
Epoch, 9, mode, training, loss, 3.5693203548590344, loss std, 0.26459969912617165 
Epoch, 9, mode, testing, loss, 3.5664191961288454, loss std, 0.22721915629278974 
