Epoch, -2, mode, training, obj values, 5.270169667116497, obj std, 4.380378839859538 
Epoch, -2, mode, testing, obj values, 5.2597071565873925, obj std, 4.519142835950699 
Epoch, -1, mode, training, obj values, 6.671709650375415, obj std, 5.156452850309681 
Epoch, -1, mode, testing, obj values, 6.886794684100896, obj std, 5.228947358891237 
Epoch, 0, mode, training, obj values, 6.549407492546743, obj std, 5.078330834462951 
Epoch, 0, mode, testing, obj values, 6.8002010147692635, obj std, 5.271714315500556 
Epoch, 1, mode, training, obj values, 6.55719979210895, obj std, 5.060555359617162 
Epoch, 1, mode, testing, obj values, 6.789596830103546, obj std, 5.246697306589482 
Epoch, 2, mode, training, obj values, 6.567108725964499, obj std, 5.095221809946633 
Epoch, 2, mode, testing, obj values, 6.794760243613273, obj std, 5.247687508198503 
Epoch, 3, mode, training, obj values, 6.566800398540799, obj std, 5.088494253193386 
Epoch, 3, mode, testing, obj values, 6.794862942863256, obj std, 5.255316956352109 
Epoch, 4, mode, training, obj values, 6.5569411408572345, obj std, 5.085023724794316 
Epoch, 4, mode, testing, obj values, 6.803659667689353, obj std, 5.2612317937221125 
Epoch, 5, mode, training, obj values, 6.555959632220402, obj std, 5.070102662538653 
Epoch, 5, mode, testing, obj values, 6.78793571555987, obj std, 5.251531057569347 
Epoch, 6, mode, training, obj values, 6.561760125552537, obj std, 5.090815390776973 
Epoch, 6, mode, testing, obj values, 6.81420799838379, obj std, 5.262612017006061 
Epoch, 7, mode, training, obj values, 6.560389924904666, obj std, 5.083795864298277 
Epoch, 7, mode, testing, obj values, 6.788729925174266, obj std, 5.243619862085483 
Epoch, 8, mode, training, obj values, 6.560540931263022, obj std, 5.083041320040214 
Epoch, 8, mode, testing, obj values, 6.794684943575412, obj std, 5.252493814662653 
Epoch, 9, mode, training, obj values, 6.557868729648835, obj std, 5.075433761869464 
Epoch, 9, mode, testing, obj values, 6.791333371382207, obj std, 5.257847061349245 
