Epoch, -2, mode, training, obj values, 10.449914821997906, obj std, 7.490283660994995 
Epoch, -2, mode, testing, obj values, 10.704493809739748, obj std, 7.794275647685302 
Epoch, -1, mode, training, obj values, 12.805455480112384, obj std, 8.605617779239493 
Epoch, -1, mode, testing, obj values, 12.158915722866853, obj std, 8.934975265583272 
Epoch, 0, mode, training, obj values, 12.443225251681481, obj std, 8.83727751457789 
Epoch, 0, mode, testing, obj values, 12.730263997614383, obj std, 9.586310530146276 
Epoch, 1, mode, training, obj values, 12.95328397549068, obj std, 8.505994264492898 
Epoch, 1, mode, testing, obj values, 12.708971660335859, obj std, 9.678873521088677 
Epoch, 2, mode, training, obj values, 12.426046509140482, obj std, 8.164931450266877 
Epoch, 2, mode, testing, obj values, 11.834796723226706, obj std, 8.506298113399847 
Epoch, 3, mode, training, obj values, 12.797020192009708, obj std, 8.571062190937248 
Epoch, 3, mode, testing, obj values, 12.620201788842678, obj std, 9.151024300749071 
Epoch, 4, mode, training, obj values, 12.332705240976065, obj std, 8.588540639480419 
Epoch, 4, mode, testing, obj values, 12.200678530335427, obj std, 8.989363217531169 
Epoch, 5, mode, training, obj values, 12.072404203563929, obj std, 8.275876199529518 
Epoch, 5, mode, testing, obj values, 11.736919278899828, obj std, 8.481293971711697 
Epoch, 6, mode, training, obj values, 12.449981598990659, obj std, 8.424253353380502 
Epoch, 6, mode, testing, obj values, 12.879236473639805, obj std, 9.622180590891869 
Epoch, 7, mode, training, obj values, 12.590579268708826, obj std, 8.726778821097808 
Epoch, 7, mode, testing, obj values, 12.265359456340471, obj std, 8.769052405295433 
Epoch, 8, mode, training, obj values, 12.728944925234343, obj std, 8.418009352497432 
Epoch, 8, mode, testing, obj values, 12.451474211613338, obj std, 8.837470805845388 
Epoch, 9, mode, training, obj values, 12.41967381965369, obj std, 8.394342733877522 
Epoch, 9, mode, testing, obj values, 11.833835835258165, obj std, 8.32446962648474 
Epoch, 10, mode, training, obj values, 12.231723075856765, obj std, 8.431951171403396 
Epoch, 10, mode, testing, obj values, 12.153224596381188, obj std, 8.883792052289515 
Epoch, 11, mode, training, obj values, 12.08513334558035, obj std, 8.469443816691424 
Epoch, 11, mode, testing, obj values, 13.096014454960823, obj std, 9.97666061447873 
Epoch, 12, mode, training, obj values, 12.431125798635184, obj std, 8.274445673714453 
Epoch, 12, mode, testing, obj values, 12.077069336672624, obj std, 9.141010523249623 
Epoch, 13, mode, training, obj values, 12.232413916088019, obj std, 8.239385879088111 
Epoch, 13, mode, testing, obj values, 12.035005378723145, obj std, 8.995001130384425 
Epoch, 14, mode, training, obj values, 12.727125581043461, obj std, 8.758272255570676 
Epoch, 14, mode, testing, obj values, 12.170702359080314, obj std, 8.017564328508417 
Epoch, 15, mode, training, obj values, 12.477713633763294, obj std, 8.205733266422122 
Epoch, 15, mode, testing, obj values, 11.990863965948423, obj std, 9.337431627339967 
Epoch, 16, mode, training, obj values, 12.24850451455762, obj std, 8.374983763386512 
Epoch, 16, mode, testing, obj values, 12.885426776111126, obj std, 9.523416853713002 
Epoch, 17, mode, training, obj values, 11.832938897175094, obj std, 8.01763255927291 
Epoch, 17, mode, testing, obj values, 12.527706296741963, obj std, 8.59751799497235 
Epoch, 18, mode, training, obj values, 12.118716764403507, obj std, 8.304682291954506 
Epoch, 18, mode, testing, obj values, 12.670763135453065, obj std, 9.114048187518831 
Epoch, 19, mode, training, obj values, 11.80722753064086, obj std, 8.280053789968488 
Epoch, 19, mode, testing, obj values, 12.32485111951828, obj std, 9.554656853817225 
