Epoch, 0, mode, training, obj values, 0.5673915397375822, obj std, 0.09604440211345258 
Epoch, 0, mode, testing, obj values, 0.5632425834735234, obj std, 0.09438357143386565 
Epoch, 1, mode, training, obj values, 0.5663879334926605, obj std, 0.09643457061314858 
Epoch, 1, mode, testing, obj values, 0.5573266560832659, obj std, 0.09719404234377584 
Epoch, 2, mode, training, obj values, 0.54657183761398, obj std, 0.11002192042129968 
Epoch, 2, mode, testing, obj values, 0.5288678626219432, obj std, 0.11650310017881979 
Epoch, 3, mode, training, obj values, 0.5256600612153609, obj std, 0.12463542368799356 
Epoch, 3, mode, testing, obj values, 0.5146167779962222, obj std, 0.12664447828756217 
Epoch, 4, mode, training, obj values, 0.51806495860219, obj std, 0.13017483460848567 
Epoch, 4, mode, testing, obj values, 0.5102027808626493, obj std, 0.12920553790922945 
Epoch, 5, mode, training, obj values, 0.5145219456404447, obj std, 0.1324036573048332 
Epoch, 5, mode, testing, obj values, 0.5071451917290688, obj std, 0.13130845180323805 
Epoch, 6, mode, training, obj values, 0.5117388154069583, obj std, 0.13438734760580986 
Epoch, 6, mode, testing, obj values, 0.504415525496006, obj std, 0.13315094810502517 
Epoch, 7, mode, training, obj values, 0.509816109140714, obj std, 0.1357630864201178 
Epoch, 7, mode, testing, obj values, 0.5026586711406708, obj std, 0.1343706844274922 
Epoch, 8, mode, training, obj values, 0.5079727798700333, obj std, 0.13714987796229122 
Epoch, 8, mode, testing, obj values, 0.5011297648151716, obj std, 0.1354042071200343 
Epoch, 9, mode, training, obj values, 0.5064664961149296, obj std, 0.13818308758265294 
Epoch, 9, mode, testing, obj values, 0.4994549721479416, obj std, 0.1365719695906322 
