Epoch, -2, mode, training, obj values, 9.635832054757824, obj std, 6.323579001129966 
Epoch, -2, mode, testing, obj values, 8.855795618891715, obj std, 7.423631869386723 
Epoch, -1, mode, training, obj values, 10.949780742668857, obj std, 6.803499597316272 
Epoch, -1, mode, testing, obj values, 10.171751442551614, obj std, 7.84330099042365 
Epoch, 0, mode, training, obj values, 10.834440173022449, obj std, 6.771769572772627 
Epoch, 0, mode, testing, obj values, 9.883514523506165, obj std, 7.683229543980535 
Epoch, 1, mode, training, obj values, 10.698888758880397, obj std, 7.007964446170851 
Epoch, 1, mode, testing, obj values, 9.84343758225441, obj std, 7.7027241731999885 
Epoch, 2, mode, training, obj values, 10.53009098234276, obj std, 6.651569400337268 
Epoch, 2, mode, testing, obj values, 9.851391497751077, obj std, 7.6873000459577545 
Epoch, 3, mode, training, obj values, 10.532339477166534, obj std, 6.666363342272641 
Epoch, 3, mode, testing, obj values, 9.852662235001723, obj std, 7.693808160504702 
Epoch, 4, mode, training, obj values, 10.520199758311113, obj std, 6.635856293202341 
Epoch, 4, mode, testing, obj values, 9.812050975859165, obj std, 7.727332818296124 
Epoch, 5, mode, training, obj values, 10.54171963132297, obj std, 6.649954497704966 
Epoch, 5, mode, testing, obj values, 9.837048313518364, obj std, 7.7132787222375025 
Epoch, 6, mode, training, obj values, 10.549243568256497, obj std, 6.64574675409913 
Epoch, 6, mode, testing, obj values, 9.824803045392036, obj std, 7.7164226188877665 
Epoch, 7, mode, training, obj values, 10.55173796651264, obj std, 6.641199601065681 
Epoch, 7, mode, testing, obj values, 9.833474569022655, obj std, 7.7124940251654 
Epoch, 8, mode, training, obj values, 10.521994167193771, obj std, 6.641043266631305 
Epoch, 8, mode, testing, obj values, 9.857645345727603, obj std, 7.719136796781873 
Epoch, 9, mode, training, obj values, 10.507701255660503, obj std, 6.644142343718764 
Epoch, 9, mode, testing, obj values, 9.8227897554636, obj std, 7.715137251114139 
Epoch, 10, mode, training, obj values, 10.52845250479877, obj std, 6.630306724938328 
Epoch, 10, mode, testing, obj values, 9.837783731520176, obj std, 7.706525681674064 
Epoch, 11, mode, training, obj values, 10.525352959769467, obj std, 6.644387201280292 
Epoch, 11, mode, testing, obj values, 9.858493572473526, obj std, 7.710588253957313 
Epoch, 12, mode, training, obj values, 10.53111993043373, obj std, 6.6337288989709995 
Epoch, 12, mode, testing, obj values, 9.873534510533014, obj std, 7.691242598904538 
Epoch, 13, mode, training, obj values, 10.514240695287784, obj std, 6.637683088200139 
Epoch, 13, mode, testing, obj values, 9.843241956830024, obj std, 7.7047701305278 
Epoch, 14, mode, training, obj values, 10.523417689433943, obj std, 6.64493638863487 
Epoch, 14, mode, testing, obj values, 9.834451917807261, obj std, 7.711755460569256 
Epoch, 15, mode, training, obj values, 10.534259484677266, obj std, 6.645704398849303 
Epoch, 15, mode, testing, obj values, 9.837142680585384, obj std, 7.7052677458719305 
Epoch, 16, mode, training, obj values, 10.504910318739713, obj std, 6.637290653523107 
Epoch, 16, mode, testing, obj values, 9.86007890899976, obj std, 7.695304325943994 
Epoch, 17, mode, training, obj values, 10.521032978283863, obj std, 6.636889694428859 
Epoch, 17, mode, testing, obj values, 9.839903537929057, obj std, 7.739373191516258 
Epoch, 18, mode, training, obj values, 10.554669232790669, obj std, 6.666771541410642 
Epoch, 18, mode, testing, obj values, 9.82099599937598, obj std, 7.720374623479227 
Epoch, 19, mode, training, obj values, 10.50574820569406, obj std, 6.637136872389574 
Epoch, 19, mode, testing, obj values, 9.834876550237338, obj std, 7.717658000942197 
