Epoch, -2, mode, training, loss, 0.0, loss std, 0.0 
Epoch, -2, mode, testing, loss, 0.0, loss std, 0.0 
Epoch, -1, mode, training, loss, 9.081009883880615, loss std, 1.721994117330783 
Epoch, -1, mode, testing, loss, 9.220569727420807, loss std, 1.6675301094212176 
Epoch, 0, mode, training, loss, 8.225279924869538, loss std, 1.5684026774779798 
Epoch, 0, mode, testing, loss, 8.199389624595643, loss std, 1.4739582082213076 
Epoch, 1, mode, training, loss, 8.077143219411374, loss std, 1.5240152806559228 
Epoch, 1, mode, testing, loss, 8.199345917701722, loss std, 1.4739182119204997 
Epoch, 2, mode, training, loss, 8.077118845880031, loss std, 1.5240163256725001 
Epoch, 2, mode, testing, loss, 8.199348456859589, loss std, 1.4739324158152585 
Epoch, 3, mode, training, loss, 8.077123891115189, loss std, 1.5240085329887454 
Epoch, 3, mode, testing, loss, 8.199358456134796, loss std, 1.4739070627474176 
Epoch, 4, mode, training, loss, 8.077117528915405, loss std, 1.5240247377537794 
Epoch, 4, mode, testing, loss, 8.199344465732574, loss std, 1.4739164681567805 
Epoch, 5, mode, training, loss, 8.077120254933835, loss std, 1.5240132582831694 
Epoch, 5, mode, testing, loss, 8.199399237632752, loss std, 1.4738994198582664 
Epoch, 6, mode, training, loss, 8.077108892202377, loss std, 1.524028260282605 
Epoch, 6, mode, testing, loss, 8.19934103012085, loss std, 1.47392194504942 
Epoch, 7, mode, training, loss, 8.077106792032719, loss std, 1.5240181196236349 
Epoch, 7, mode, testing, loss, 8.199338560104371, loss std, 1.4739261886215898 
Epoch, 8, mode, training, loss, 8.07710804015398, loss std, 1.5240255994934826 
Epoch, 8, mode, testing, loss, 8.199410529136658, loss std, 1.4738971271290329 
Epoch, 9, mode, training, loss, 8.077104320526123, loss std, 1.5240259062126247 
Epoch, 9, mode, testing, loss, 8.199355463981629, loss std, 1.4739082977056632 
